"","Authors","Title","Year","Source","grp"
"51258","Devi, Lalitha; Pawar, Rahul Mohanchandra; Makala, Himesh; Goel, Sandeep","conserved expression of ubiquitin carboxyl-terminal esterase l1 (uchl1) in mammalian testes",2015,"INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY","D_T_primary"
"51263","Porazinski, Sean; Wang, Huijia; Asaoka, Yoichi; Behrndt, Martin; Miyamoto, Tatsuo; Morita, Hitoshi; Hata, Shoji; Sasaki, Takashi; Krens, S. F. Gabriel; Osada, Yumi; Asaka, Satoshi; Momoi, Akihiro; Linton, Sarah; Miesfeld, Joel B.; Link, Brian A.; Senga, Takeshi; Castillo-Morales, Atahualpa; Urrutia, Araxi O.; Shimizu, Nobuyoshi; Nagase, Hideaki; Matsuura, Shinya; Bagby, Stefan; Kondoh, Hisato; Nishina, Hiroshi; Heisenberg, Carl-Philipp; Furutani-Seiki, Makoto","yap is essential for tissue tension to ensure vertebrate 3d body shape",2015,"NATURE","D_T_primary"
"51266","Weyl, Olaf L. F.; Ellender, Bruce R.; Wasserman, Ryan J.; Woodford, Darragh J.","unintended consequences of using alien fish for human benefit in protected areas",2015,"KOEDOE","D_T_primary"
"51276","Cousillas, H; Richard, JP; Mathelier, M; Henry, L; George, I; Hausberger, M","experience-dependent neuronal specialization and functional organization in the central auditory area of a songbird",2004,"EUROPEAN JOURNAL OF NEUROSCIENCE","D_T_primary"
"51281","Pei, De-Sheng; Strauss, Phyllis R.","zebrafish as a model system to study dna damage and repair",2013,"MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS","D_T_primary"
"51292","Ishibashi, T; Nakazawa, M; Ono, H; Satoh, N; Gojobori, T; Fujiwara, S","microarray analysis of embryonic retinoic acid target genes in the ascidian ciona intestinalis",2003,"DEVELOPMENT GROWTH & DIFFERENTIATION","D_T_primary"
"51296","Zhang, Xianbo; Li, Mengru; Ma, He; Liu, Xingyong; Shi, Hongjuan; Li, Minghui; Wang, Deshou","mutation of foxl2 or cyp19a1a results in female to male sex reversal in xx nile tilapia",2017,"ENDOCRINOLOGY","D_T_primary"
"51313","Nygard, Mikael; Uthardt, Lorenz","opportunity or threat? finnish hunters' attitudes to hunting tourism",2011,"JOURNAL OF SUSTAINABLE TOURISM","D_T_primary"
"51322","Oh, Dae-Ju; Oh, Bong-Se; Jung, Min-Min; Jung, Yong-Hwan","complete mitochondrial genome of three branchiostegus (perciformes, malacanthidae) species: genome description and phylogenetic considerations",2010,"MITOCHONDRIAL DNA","D_T_primary"
"51345","GAWLIK, DE","conservation biology and the evolution of a land ethic",1992,"JOURNAL OF RAPTOR RESEARCH","D_T_primary"
"51352","Lucas, JR; Freeberg, TM; Krishnan, A; Long, GR","a comparative study of avian auditory brainstem responses: correlations with phylogeny and vocal complexity, and seasonal effects",2002,"JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY","D_T_primary"
"51362","Lufkin, T","transcriptional regulation of vertebrate hox genes during embryogenesis",1997,"CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION","D_T_primary"
"51379","Nevitt, G","olfactory foraging in antarctic seabirds: a species-specific attraction to krill odors",1999,"MARINE ECOLOGY PROGRESS SERIES","D_T_primary"
"51392","Czajkowski, Mikolaj; Giergiczny, Marek; Kronenberg, Jakub; Tryjanowski, Piotr","the economic recreational value of a white stork nesting colony: a case of 'stork village' in poland",2014,"TOURISM MANAGEMENT","D_T_primary"
"51402","Shepard, Emily L. C.; Williamson, Cara; Windsor, Shane P.","fine-scale flight strategies of gulls in urban airflows indicate risk and reward in city living",2016,"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","D_T_primary"
"51407","Tottrup, Anders P.; Thorup, Kasper; Rainio, Kalle; Yosef, Reuven; Lehikoinen, Esa; Rahbek, Carsten","avian migrants adjust migration in response to environmental conditions en route",2008,"BIOLOGY LETTERS","D_T_primary"
"51412","Aguilera, Eduardo; Amat, Juan A.","carotenoids, immune response and the expression of sexual ornaments in male greenfinches (carduelis chloris)",2007,"NATURWISSENSCHAFTEN","D_T_primary"
"51416","Liu, Mingdian; Huang, Fujiang; Liu, Shaoping","the mitochondrial genome of hampala macrolepidota (cypriniformes, cyprinidae)",2015,"MITOCHONDRIAL DNA","D_T_primary"
"51427","Noble, DO; Anderson, JW; Nestor, KE","range and confinement rearing of four genetic lines of turkeys .2. effects on behavior and tonic immobility",1996,"POULTRY SCIENCE","D_T_primary"
"51448","Cunningham, Thomas J.; Duester, Gregg","mechanisms of retinoic acid signalling and its roles in organ and limb development",2015,"NATURE REVIEWS MOLECULAR CELL BIOLOGY","D_T_primary"
"51451","Smith, JP","an energy-circuit population model for great egrets (ardea alba) at lake okeechobee, florida, usa",1997,"ECOLOGICAL MODELLING","D_T_primary"
"51454","Iqbal, M. A.; Hussain, A.; Roohi, N.; Arshad, M. I.; Khan, O.","effects of mannan-oligosaccharides-supplemented diets on production performance of four close-bred flocks of japanese quail breeders",2017,"SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE","D_T_primary"
"51455","Kamalavenkatesh, P; Vairamuthu, S; Balachandran, C; Manohar, BM; Raj, GD","immunopathological effect of the mycotoxins cyclopiazonic acid and t-2 toxin on broiler chicken",2005,"MYCOPATHOLOGIA","D_T_primary"
"51459","GROFF, JM; MUGHANNAM, A; MCDOWELL, TS; WONG, A; DYKSTRA, MJ; FRYE, FL; HEDRICK, RP","an epizootic of cutaneous zygomycosis in cultured dwarf african clawed frogs (hymenochirus-curtipes) due to basidiobolus-ranarum",1991,"JOURNAL OF MEDICAL AND VETERINARY MYCOLOGY","D_T_primary"
"51466","Rogers, Lesley J.; Rigosi, Elisa; Frasnelli, Elisa; Vallortigara, Giorgio","a right antenna for social behaviour in honeybees",2013,"SCIENTIFIC REPORTS","D_T_primary"
"51470","BERG, T; MOUM, T; JOHANSEN, S","variable numbers of simple tandem repeats make birds of the order ciconiiformes heteroplasmic in their mitochondrial genomes",1995,"CURRENT GENETICS","D_T_primary"
"51476","Arnold, JM; Nisbet, ICT; Hatch, JJ","are common terns really indeterminate layers? responses to experimental egg removal",1998,"COLONIAL WATERBIRDS","D_T_primary"
"51491","Dixit, Anand S.; Singh, Namram S.","photoperiod and circadian rhythmicity in testicular response of the tree sparrow",2013,"BIOLOGICAL RHYTHM RESEARCH","D_T_primary"
"51498","CROXALL, JP; RODWELL, S; BOYD, IL","entanglement in man-made debris of antarctic fur seals at bird island, south georgia",1990,"MARINE MAMMAL SCIENCE","D_T_primary"
"51501","DIXON, RJ; ARZEY, GG; NICHOLLS, PJ","production, hatchability and fertility of eggs from breeding japanese-quail (coturnix-coturnix-japonica) fed diets containing furazolidone",1992,"BRITISH POULTRY SCIENCE","D_T_primary"
"51502","EZEOKOLI, CD; ITYONDO, EA; NWANNENNA, AI; UMOH, JU","immunosuppression and histopathological changes in the bursa of fabricius associated with infectious bursal disease vaccination in chicken",1990,"COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES","D_T_primary"
"51508","Diner, Brandee; Berteaux, Dominique; Fyles, Jim; Lindroth, Richard L.","behavioral archives link the chemistry and clonal structure of trembling aspen to the food choice of north american porcupine",2009,"OECOLOGIA","D_T_primary"
"51512","Skinner-Noble, DO; McKinney, LJ; Teeter, RG","predicting effective caloric value of nonnutritive factors: iii. feed form affects broiler performance by modifying behavior patterns",2005,"POULTRY SCIENCE","D_T_primary"
"51515","Fischer, D.; Van Waeyenberghe, L.; Cray, C.; Gross, M.; Usleber, E.; Pasmans, F.; Martel, A.; Lierz, M.","comparison of diagnostic tools for the detection of aspergillosis in blood samples of experimentally infected falcons",2014,"AVIAN DISEASES","D_T_primary"
"51529","Hillman, Stanley S.; Hedrick, Michael S.; Kohl, Zachary F.","net cardiac shunts in anuran amphibians: physiology or physics?",2014,"JOURNAL OF EXPERIMENTAL BIOLOGY","D_T_primary"
"51534","Duckitt, Sam; Bisagni, Chiara; Shahpar, Shahrokh","parametric bird strike study of a transonic rotor using isogeometric analysis",2016,"PROCEEDINGS OF THE ASME TURBO EXPO: TURBINE TECHNICAL CONFERENCE AND EXPOSITION, 2016, VOL 7A","D_T_primary"
"51541","Wojcik, R; Swiecicka-Grabowska, G","specific immunity parameters in turkeys vaccinated with ndv virus after the administration of levamisole and isoprinozine",2003,"MEDYCYNA WETERYNARYJNA","D_T_primary"
"51547","Marquez, Cruz; Gibbs, James P.; Carrion, Victor; Naranjo, Sixto; Llerena, Alizon","population response of giant galapagos tortoises to feral goat removal",2013,"RESTORATION ECOLOGY","D_T_primary"
"51566","Sadeghi, Mohammad; Abaspour, Alireza; Sadati, Seyed Hosein","a novel integrated guidance and control system design in formation flight",2015,"JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT","D_T_primary"
"51572","Awad, Wageha A.; Mann, Evelyne; Dzieciol, Monika; Hess, Claudia; Schmitz-Esser, Stephan; Wagner, Martin; Hess, Michael","age-related differences in the luminal and mucosa-associated gut microbiome of broiler chickens and shifts associated with campylobacter jejuni infection",2016,"FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY","D_T_primary"
"51576","Caceres, Nilton Carlos; de Araujo Monteiro-Filho, Emygdio Leite","germination in seed species ingested by opossums: implications for seed dispersal and forest conservation",2007,"BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY","D_T_primary"
"51583","de Azevedo, Cristiano Schetini; Silva, Karina Santos; Ferraz, Joao Bosco; Tinoco, Herlandes Penha; Young, Robert John; Rodrigues, Marcos","does people's knowledge about an endangered bird species differ between rural and urban communities? the case of the greater rhea (rhea americana, rheidae) in minas gerais, brazil",2012,"REVISTA BRASILEIRA DE ORNITOLOGIA","D_T_primary"
"51597","Sheoran, N.; Kumar, R.; Kumar, A.; Batra, K.; Sihag, S.; Maan, S.; Maan, N. S.","nutrigenomic evaluation of garlic (allium sativum) and holy basil (ocimum sanctum) leaf powder supplementation on growth performance and immune characteristics in broilers",2017,"VETERINARY WORLD","D_T_primary"
"51602","Carr, JA; Gentles, A; Smith, EE; Goleman, WL; Urquidi, LJ; Thuett, K; Kendall, RJ; Giesy, JP; Gross, TS; Solomon, KR; Van der Kraak, G","response of larval xenopus laevis to atrazine: assessment of growth, metamorphosis, and gonadal and laryngeal morphology",2003,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","D_T_primary"
"51607","Matsunami, Masatoshi; Sumiyama, Kenta; Saitou, Naruya","evolution of conserved non-coding sequences within the vertebrate hox clusters through the two-round whole genome duplications revealed by phylogenetic footprinting analysis",2010,"JOURNAL OF MOLECULAR EVOLUTION","D_T_primary"
"51610","Pichorim, Mauro; de Oliveira, Damiao Valdenor; de Oliveira Junior, Tonny Marques; Franca Camara, Thanyria Pollyneide; Galvao do Nascimento, Erica Patricia","pristine semi-arid areas in northeastern brazil remain mainly on slopes of mountain ranges: a case study based on bird community of serra de santana",2016,"TROPICAL ZOOLOGY","D_T_primary"
"51616","Mauricio, Giovanni N.; Bencke, Glayson Ariel; Repenning, Marcio; Machado, Diogenes Borges; Dias, Rafael A.; Bugoni, Leandro","review of the breeding status of birds in rio grande do sul, brazil",2013,"IHERINGIA SERIE ZOOLOGIA","D_T_primary"
"51617","McKee, SR; Sams, AR","the effect of seasonal heat stress on rigor development and the incidence of pale, exudative turkey meat",1997,"POULTRY SCIENCE","D_T_primary"
"51627","Sato, Akira; Khadka, Deepak K.; Liu, Wei; Bharti, Ritu; Runnels, Loren W.; Dawid, Igor B.; Habas, Raymond","profilin is an effector for daam1 in non-canonical wnt signaling and is required for vertebrate gastrulation",2006,"DEVELOPMENT","D_T_primary"
"51629","Hong, Jia-Chi; Steiner, Tobias; Aufy, Ahmed; Lien, Tu-Fa","effects of supplemental essential oil on growth performance, lipid metabolites and immunity, intestinal characteristics, microbiota and carcass traits in broilers",2012,"LIVESTOCK SCIENCE","D_T_primary"
"51632","Cengiz, O.; Koksal, B. H.; Onol, A. G.; Tatli, O.; Sevim, O.; Avci, H.; Bilgili, S. F.","influence of dietary enzyme supplementation of barley-based diets on growth performance and footpad dermatitis in broiler chickens exposed to early high-moisture litter",2012,"JOURNAL OF APPLIED POULTRY RESEARCH","D_T_primary"
"51635","Knapp, LA","the abcs of mhc",2005,"EVOLUTIONARY ANTHROPOLOGY","D_T_primary"
"51641","Kujala, Heini; Vepsalainen, Ville; Zuckerberg, Benjamin; Brommer, Jon E.","range margin shifts of birds revisited - the role of spatiotemporally varying survey effort",2013,"GLOBAL CHANGE BIOLOGY","D_T_primary"
"51643","Ganta, Roman Reddy; Peddireddi, Lalitha; Seo, Gwi-Moon; DeDonder, Sarah Elizabeth; Cheng, Chuanmin; Chapes, Stephen Keith","molecular characterization of ehrlichia interactions with tick cells and macrophages",2009,"FRONTIERS IN BIOSCIENCE","D_T_primary"
"51644","Stoleson, Scott H.; King, David I.; Tomosy, Monica","avian research on us forest service experimental forests and ranges: emergent themes, opportunities, and challenges",2011,"FOREST ECOLOGY AND MANAGEMENT","D_T_primary"
"51649","Zhulyn, Olena; Nieuwenhuis, Erica; Liu, Yulu Cherry; Angers, Stephane; Hui, Chi-Chung","ptch2 shares overlapping functions with ptch1 in smo regulation and limb development",2015,"DEVELOPMENTAL BIOLOGY","D_T_primary"
"51660","Woolnough, AP; Kirkpatrick, WE; Lowe, TJ; Rose, K","comparison of three techniques for the attachment of radio transmitters to european starlings",2004,"JOURNAL OF FIELD ORNITHOLOGY","D_T_primary"
"51664","Bautista, LM; Martin, B; Martinez, L; Mayo, C","risk-sensitive foraging in coal tits",2001,"BEHAVIOUR","D_T_primary"
"51665","Gomis, S; Babiuk, L; Godson, DL; Allan, B; Thrush, T; Townsend, H; Willson, P; Waters, E; Hecker, R; Potter, A","protection of chickens against escherichia coli infections by dna containing cpg motifs",2003,"INFECTION AND IMMUNITY","D_T_primary"
"51666","Paoletti, David J.; Olson, Deanna H.; Blaustein, Andrew R.","responses of foothill yellow-legged frog (rana boylii) larvae to an introduced predator",2011,"COPEIA","D_T_primary"
"51672","Medel, R; Vergara, E; Silva, A; Kalin-Arroyo, M","effects of vector behavior and host resistance on mistletoe aggregation",2004,"ECOLOGY","D_T_primary"
"51676","Nevitt, GA; Haberman, K","behavioral attraction of leach's storm-petrels (oceanodroma leucorhoa) to dimethyl sulfide",2003,"JOURNAL OF EXPERIMENTAL BIOLOGY","D_T_primary"
"51678","Watson, JJ; Kerley, GIH; McLachlan, A","human activity and potential impacts on dune breeding birds in the alexandria coastal dunefield",1996,"LANDSCAPE AND URBAN PLANNING","D_T_primary"
"51682","Kocher, A; Choct, M; Morrisroe, L; Broz, J","effects of enzyme supplementation on the replacement value of canola meal for soybean meal in broiler diets",2001,"AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","D_T_primary"
"51683","Sharma, D.; Asrani, R. K.; Ledoux, D. R.; Jindal, N.; Rottinghaus, G. E.; Gupta, V. K.","individual and combined effects of fumonisin b(1) and moniliformin on clinicopathological and cell-mediated immune response in japanese quail",2008,"POULTRY SCIENCE","D_T_primary"
"51686","OToole, D; Raisbeck, MF","experimentally induced selenosis of adult mallard ducks: clinical signs, lesions, and toxicology",1997,"VETERINARY PATHOLOGY","D_T_primary"
"51694","Olsen, Brian J.; Felch, Joshua M.; Greenberg, Russell; Walters, Jeffrey R.","causes of reduced clutch size in a tidal marsh endemic",2008,"OECOLOGIA","D_T_primary"
"51700","Mayahi, M.; Khajeh, G.; Mosavari, N.; Asadollahi, K. Parvandar; Akhavizadegan, M. A.","serum protein profiles in domestic pigeons naturally infected with mycobacterium avium subsp avium",2013,"VETERINARY CLINICAL PATHOLOGY","D_T_primary"
"51702","Skyberg, JA; Logue, CM; Nolan, LK","virulence genotyping of salmonella spp. with multiplex pcr",2006,"AVIAN DISEASES","D_T_primary"
"51707","CLAYTON, NS; KREBS, JR","memory for spatial and object-specific cues in food-storing and nonstoring birds",1994,"JOURNAL OF COMPARATIVE PHYSIOLOGY A-SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY","D_T_primary"
"51714","Kjaer, Joergen B.; Guemene, Daniel","adrenal reactivity in lines of domestic fowl selected on feather pecking behavior",2009,"PHYSIOLOGY & BEHAVIOR","D_T_primary"
"51730","Soares, PBM; Demetrio, C; Sanfilippo, L; Kawanoto, AHN; Brentano, L; Durigon, EL","standardization of a duplex rt-pcr for the detection of influenza a and newcastle disease viruses in migratory birds",2005,"JOURNAL OF VIROLOGICAL METHODS","D_T_primary"
"51731","Cordi, B; Fossi, C; Depledge, M","temporal biomarker responses in wild passerine birds exposed to pesticide spray drift",1997,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","D_T_primary"
"51744","Hayes, M. D.; Xin, H.; Li, H.; Shepherd, T. A.; Zhao, Y.; Stinn, J. P.","heat and moisture production of hy-line brown hens in aviary houses in the midwestern u.s.",2013,"TRANSACTIONS OF THE ASABE","D_T_primary"
"51762","Passos, Carlos; Navarro, Joan; Giudici, Alessandro; Gonzalez-Solis, Jacob","effects of extra mass on the pelagic behavior of a seabird",2010,"AUK","D_T_primary"
"51766","Pravosudov, VV; Kitaysky, AS","effects of nutritional restrictions during post-hatching development on adrenocortical function in western scrub-jays (aphelocoma californica)",2006,"GENERAL AND COMPARATIVE ENDOCRINOLOGY","D_T_primary"
"51776","Hagman, M.; Hayes, R. A.; Capon, R. J.; Shine, R.","alarm cues experienced by cane toad tadpoles affect post-metamorphic morphology and chemical defences",2009,"FUNCTIONAL ECOLOGY","D_T_primary"
"51777","Birkhofer, K.; Ekroos, J.; Corlett, E. B.; Smith, H. G.","winners and losers of organic cereal farming in animal communities across central and northern europe",2014,"BIOLOGICAL CONSERVATION","D_T_primary"
"51786","Thalmann, Sam; Baker, Barry; Hindell, Mark; Double, Michael C.; Gales, Rosemary","using biometric measurements to determine gender of flesh-footed shearwaters, and their application as a tool in long-line by-catch management and ecological field studies",2007,"EMU","D_T_primary"
"51788","Weimerskirch, H; Prince, PA; Zimmermann, L","chick provisioning by the yellow-nosed albatross diomedea chlororhynchos: response of foraging effort to experimentally increased costs and demands",2000,"IBIS","D_T_primary"
"51801","Chalmers, GWG; Gosline, JM; Lillie, MA","the hydrophobicity of vertebrate elastins",1999,"JOURNAL OF EXPERIMENTAL BIOLOGY","D_T_primary"
"51805","Stanbury, Mailee; Briskie, James V.","i smell a rat: can new zealand birds recognize the odor of an invasive mammalian predator?",2015,"CURRENT ZOOLOGY","D_T_primary"
"51806","Stewart, Ian R. K.; Westneat, David F.","dietary calcium negatively affects the size of a status signal in juvenile male house sparrows (passer domesticus)",2010,"AUK","D_T_primary"
"51807","LEESON, S; SUMMERS, JD; CASTON, LJ","response of broilers to feed restriction or diet dilution in the finisher period",1992,"POULTRY SCIENCE","D_T_primary"
"51820","Albert, Eva M.; Fernandez-Beaskoetxea, Saioa; Godoy, Jose A.; Tobler, Ursina; Schmidt, Benedikt R.; Bosch, Jaime","genetic management of an amphibian population after a chytridiomycosis outbreak",2015,"CONSERVATION GENETICS","D_T_primary"
"51829","Bolhuis, JJ; Eda-Fujiwara, H","bird brains and songs: neural mechanisms of birdsong perception and memory",2003,"ANIMAL BIOLOGY","D_T_primary"
"51840","King, Kristy L.; Homyack, Jessica A.; Wigley, T. Bently; Miller, Darren A.; Kalcounis-Rueppell, Matina C.","response of rodent community structure and population demographics to intercropping switchgrass within loblolly pine plantations in a forest-dominated landscape",2014,"BIOMASS & BIOENERGY","D_T_primary"
"51853","Doupe, AJ; Solis, MM","song- and order-selective neurons develop in the songbird anterior forebrain during vocal learning",1997,"JOURNAL OF NEUROBIOLOGY","D_T_primary"
"51855","Goe, Alexandra; Shmalberg, Justin; Gatson, Bonnie; Bartolini, Pia; Curtiss, Jeff; Wellehan, James F. X.","epinephrine or gv-26 electrical stimulation reduces inhalant anesthestic recovery time in common snapping turtles (chelydra serpentina)",2016,"JOURNAL OF ZOO AND WILDLIFE MEDICINE","D_T_primary"
"51870","Hugo-Coetzee, Elizabeth A.; Avenant, Nico L.","the effect of fire on soil oribatid mites (acari: oribatida) in a south african grassland",2011,"Zoosymposia","D_T_primary"
"51871","Massaro, Melanie; Setiawan, Alvin N.; Davis, Lloyd S.","effects of artificial eggs on prolactin secretion, steroid levels, brood patch development, incubation onset and clutch size in the yellow-eyed penguin (megadyptes antipodes)",2007,"GENERAL AND COMPARATIVE ENDOCRINOLOGY","D_T_primary"
"51877","Rischard, F; McKean, T","ischemia and ischemic preconditioning in the buffer-perfused pigeon heart",1998,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-PHARMACOLOGY TOXICOLOGY & ENDOCRINOLOGY","D_T_primary"
"51904","Huff, GR; Huff, WE; Rath, NC; Balog, JM","turkey osteomyelitis complex",2000,"POULTRY SCIENCE","D_T_primary"
"51911","Browne-Nunez, C.; Treves, A.; MacFarland, D.; Voyles, Z.; Turng, C.","tolerance of wolves in wisconsin: a mixed-methods examination of policy effects on attitudes and behavioral inclinations",2015,"BIOLOGICAL CONSERVATION","D_T_primary"
"51916","Velando, A","experimental manipulation of maternal effort produces differential effects in sons and daughters: implications for adaptive sex ratios in the blue-footed booby",2002,"BEHAVIORAL ECOLOGY","D_T_primary"
"51924","Patrick, Samantha C.; Bearhop, Stuart; Bodey, Thomas W.; Grecian, W. James; Hamer, Keith C.; Lee, Janette; Votier, Stephen C.","individual seabirds show consistent foraging strategies in response to predictable fisheries discards",2015,"JOURNAL OF AVIAN BIOLOGY","D_T_primary"
"51925","Oro, Daniel; Margalida, Antoni; Carrete, Martina; Heredia, Rafael; Antonio Donazar, Jose","testing the goodness of supplementary feeding to enhance population viability in an endangered vulture",2008,"PLOS ONE","D_T_primary"
"51926","Burger, J; Jeitner, C; Clark, K; Niles, LJ","the effect of human activities on migrant shorebirds: successful adaptive management",2004,"ENVIRONMENTAL CONSERVATION","D_T_primary"
"51943","Kontecka, H; Ksiazkiewicz, JM; Nogowski, L","effects of different stressors on laying rate and selected blood indices in reproductive ducks",1999,"JOURNAL OF ANIMAL AND FEED SCIENCES","D_T_primary"
"51950","Roy, Krisna; Bertelsen, Mads Frost; Pors, Susanne Elisabeth; Johansen, Kasper Werner; Kristensen, Annemarie Thuri; Kjelgaard-Hansen, Mads; Andreasen, Eva Bartholin; Christensen, Jens Peter; Biswas, Paritosh Kumar; Bojesen, Anders Miki","inflammation-induced haemostatic response in layer chickens infected with streptococcus equi subsp zooepidemicus as evaluated by fibrinogen, prothrombin time and thromboelastography",2014,"AVIAN PATHOLOGY","D_T_primary"
"51964","Salim, H. M.; Lee, H. R.; Jo, C.; Lee, S. K.; Lee, B. D.","effect of dietary zinc proteinate supplementation on growth performance, and skin and meat quality of male and female broiler chicks",2012,"BRITISH POULTRY SCIENCE","D_T_primary"
"51974","Steen, Valerie; Powell, Abby N.","potential effects of climate change on the distribution of waterbirds in the prairie pothole region, usa",2012,"WATERBIRDS","D_T_primary"
"51985","Lamb, Anthony; Balmford, Andrew; Green, Rhys E.; Phalan, Ben","to what extent could edge effects and habitat fragmentation diminish the potential benefits of land sparing?",2016,"BIOLOGICAL CONSERVATION","D_T_primary"
"51996","Fleming, KM; Reger, BD; Sanguineti, V; Alford, S; Mussa-Ivaldi, FA","connecting brains to robots: an artificial animal for the study of learning in vertebrate nervous systems",2000,"FROM ANIMALS TO ANIMATS SERIES","D_T_primary"
"52002","Schroepfer, Kara K.; Rosati, Alexandra G.; Chartrand, Tanya; Hare, Brian","use of ""entertainment"" chimpanzees in commercials distorts public perception regarding their conservation status",2011,"PLOS ONE","D_T_primary"
"52012","Krebs, EA; Magrath, RD","food allocation in crimson rosella broods: parents differ in their responses to chick hunger",2000,"ANIMAL BEHAVIOUR","D_T_primary"
"52017","Podos, J; Nowicki, S; Peters, S","permissiveness in the learning and development of song syntax in swamp sparrows",1999,"ANIMAL BEHAVIOUR","D_T_primary"
"52020","Ruiz, Sandra; Espin, Silvia; Rainio, Miia; Ruuskanen, Suvi; Salminen, Juha-Pekka; Lilley, Thomas M.; Eeva, Tapio","effects of dietary lead exposure on vitamin levels in great tit nestlings - an experimental manipulation",2016,"ENVIRONMENTAL POLLUTION","D_T_primary"
"52023","Carrasco, Luis; Mashiko, Miyuki; Toquenaga, Yukihiko","application of random forest algorithm for studying habitat selection of colonial herons and egrets in human-influenced landscapes",2014,"ECOLOGICAL RESEARCH","D_T_primary"
"52026","Seltmann, Martin W.; Ost, Markus; Jaatinen, Kim; Atkinson, Shannon; Mashburn, Kendall; Hollmen, Tuula","stress responsiveness, age and body condition interactively affect flight initiation distance in breeding female eiders",2012,"ANIMAL BEHAVIOUR","D_T_primary"
"52033","Guilford, Tim; Biro, Dora","route following and the pigeon's familiar area map",2014,"JOURNAL OF EXPERIMENTAL BIOLOGY","D_T_primary"
"52038","Lenouvel, Philippe; Gomez, Doris; Thery, Marc; Kreutzer, Michel","do grooming behaviours affect visual properties of feathers in male domestic canaries, serinus canaria?",2009,"ANIMAL BEHAVIOUR","D_T_primary"
"52048","Hu, Junhua; Ping, Xiaoge; Cai, Jing; Li, Zhongqiu; Li, Chunwang; Jiang, Zhigang","do local communities support the conservation of endangered przewalski's gazelle?",2010,"EUROPEAN JOURNAL OF WILDLIFE RESEARCH","D_T_primary"
"52050","Karanikola, Paraskevi; Panagopoulos, Thomas; Tampakis, Stilianos","weekend visitors' views and perceptions at an urban national forest park of cyprus during summertime",2017,"JOURNAL OF OUTDOOR RECREATION AND TOURISM-RESEARCH PLANNING AND MANAGEMENT","D_T_primary"
"52081","Harriman, V. B.; Dawson, R. D.; Clark, R. G.; Fairhurst, G. D.; Bortolotti, G. R.","effects of ectoparasites on seasonal variation in quality of nestling tree swallows (tachycineta bicolor)",2014,"CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE","D_T_primary"
"52082","Li, Yan; Yu, Lehuan; Zhu, Zhicheng; Dai, Jiayin; Mai, Bixian; Wu, Jiangping; Wang, Jianshe","accumulation and effects of 90-day oral exposure to dechlorane plus in quail (coturnix coturnix)",2013,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","D_T_primary"
"52088","Jiang, S.; Jiang, Z.; Zhou, G.; Chen, Z.; Li, D.","non-phytate phosphorus requirements and efficacy of a genetically engineered yeast phytase in male lingnan yellow broilers from 1 to 21 days of age",2011,"JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION","D_T_primary"
"52089","Tanneberger, F.; Tegetmeyer, C.; Dylawerski, M.; Flade, M.; Joosten, H.","commercially cut reed as a new and sustainable habitat for the globally threatened aquatic warbler",2009,"BIODIVERSITY AND CONSERVATION","D_T_primary"
"52091","Pintor, Anna F. V.; Schwarzkopf, Lin; Krockenberger, Andrew K.","extensive acclimation in ectotherms conceals interspecific variation in thermal tolerance limits",2016,"PLOS ONE","D_T_primary"
"52097","Xu, Yu; Yang, Biao; Dou, Liang","local villagers' perceptions of wolves in jiuzhaigou county, western china",2015,"PEERJ","D_T_primary"
"52103","Landy, Nasir; Ghalamkari, Gholamreza; Toghiani, Majid; Yazdi, Faramarz Fekri","humoral immune responses of broiler chickens fed with antibiotic and neem fruit powder (azadirachta indica) as feed additive supplemented diet",2011,"International Proceedings of Chemical Biological and Environmental Engineering","D_T_primary"
"52135","Brieger, Falko; Hagen, Robert; Vetter, Daniela; Dormann, Carsten F.; Storch, Ilse","effectiveness of light-reflecting devices: a systematic reanalysis of animal-vehicle collision data",2016,"ACCIDENT ANALYSIS AND PREVENTION","D_T_primary"
