"","Authors","Title","Year","Source","grp"
"36586","Douglas, D.J.T., Vickery, J.A., Benton, T.G.","improving the value of field margins as foraging habitat for farmland birds",2009,"Journal of Applied Ecology","An_T_primary"
"36591","Abubakar, M.B., Aini, I., Omar, A.R., Hair Bejo, M.","avian infuenza: global assessment of potential pandemic of the twenty first century",2009,"Journal of Food, Agriculture and Environment","An_T_primary"
"36597","Mckinney, S.T., Fiedler, C.E., Tomback, D.F.","invasive pathogen threatens bird-pine mutualism: implications for sustaining a high-elevation ecosystem",2009,"Ecological Applications","An_T_primary"
"36619","Howell, J.E., Moore, C.T., Conroy, M.J., Hamrick, R.G., Cooper, R.J., Thackston, R.E., Carroll, J.P.","conservation of northern bobwhite on private lands in georgia, usa under uncertainty about landscape-level habitat effects",2009,"Landscape Ecology","An_T_primary"
"36623","Rout, T.M., Hauser, C.E., Possingham, H.P.","optimal adaptive management for the translocation of a threatened species",2009,"Ecological Applications","An_T_primary"
"36634","Marks, C.A., Gigliotti, F., Busana, F.","assuring that 1080 toxicosis in the red fox (vulpes vulpes) is humane. ii. analgesic drugs produce better welfare outcomes",2009,"Wildlife Research","An_T_primary"
"36642","Miller, K.K.","human dimensions of wildlife population management in australasia - history, approaches and directions",2009,"Wildlife Research","An_T_primary"
"36644","Kingsford, R.T., Porter, J.L.","monitoring waterbird populations with aerial surveys - what have we learnt?",2009,"Wildlife Research","An_T_primary"
"36649","Burghardt, K.T., Tallamy, D.W., Gregory Shriver, W.","impact of native plants on bird and butterfly biodiversity in suburban landscapes",2009,"Conservation Biology","An_T_primary"
"36654","Schaub, M., Zink, R., Beissmann, H., Sarrazin, F., Arlettaz, R.","when to end releases in reintroduction programmes: demographic rates and population viability analysis of bearded vultures in the alps",2009,"Journal of Applied Ecology","An_T_primary"
"36657","Nikolov, S.C.","effect of stand age on bird communities in late-successional macedonian pine forests in bulgaria",2009,"Forest Ecology and Management","An_T_primary"
"36661","Müller, J., Pöllath, J., Moshammer, R., Schröder, B.","predicting the occurrence of middle spotted woodpecker dendrocopos medius on a regional scale, using forest inventory data",2009,"Forest Ecology and Management","An_T_primary"
"36671","Diedrich, C.G.","palaeogeographic evolution of the marine middle triassic marine germanic basin changements - with emphasis on the carbonate tidal flat and shallow marine habitats of reptiles in central pangaea",2009,"Global and Planetary Change","An_T_primary"
"36672","Bellefleur, D., Lee, P., Ronconi, R.A.","the impact of recreational boat traffic on marbled murrelets (brachyramphus marmoratus)",2009,"Journal of Environmental Management","An_T_primary"
"36673","Gordon, I.","lessons for the future of sustainable use of vicuña",2009,"The Vicuña: The Theory and Practice of Community Based Wildlife Management","An_T_primary"
"36674","Pook, M.","antarctic climate, weather and the health of antarctic wildlife",2009,"Health of Antarctic Wildlife: A Challenge for Science and Policy","An_T_primary"
"36681","Bowen, M.E., McAlpine, C.A., House, A.P.N., Smith, G.C.","agricultural landscape modification increases the abundance of an important food resource: mistletoes, birds and brigalow",2009,"Biological Conservation","An_T_primary"
"36691","Superina, M., Garner, M.M., Aguilar, R.F.","health evaluation of free-ranging and captive pichis (zaedyus pichiy; mammalia, dasypodidae), in mendoza province, argentina",2009,"Journal of Wildlife Diseases","An_T_primary"
"36695","Santos, M., Travassos, P., Repas, M., Cabral, J.A.","modelling the performance of bird surveys in non-standard weather conditions: general applications with special reference to mountain ecosystems",2009,"Ecological Indicators","An_T_primary"
"36712","Lesmeister, D.B., Gompper, M.E., Millspaugh, J.J.","habitat selection and home range dynamics of eastern spotted skunks in the ouachita mountains, arkansas, usa",2009,"Journal of Wildlife Management","An_T_primary"
"36715","Ung, D., Nagar, S.","trans-resveratrol-mediated inhibition of ?-oestradiol conjugation in mcf-7 cells stably expressing human sulfotransferases sult1a1 or sult1e1, and human liver microsomes",2009,"Xenobiotica","An_T_primary"
"36722","Radford, A.N.","duration and outcome of intergroup conflict influences intragroup affiliative behaviour",2008,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"36724","Sage, M., Cœurdassier, M., Defaut, R., Gimbert, F., Berny, P., Giraudoux, P.","kinetics of bromadiolone in rodent populations and implications for predators after field control of the water vole, arvicola terrestris",2008,"Science of the Total Environment","An_T_primary"
"36736","Krupp, F., Abuzinada, A.H.","impact of oil pollution and increased sea surface temperatures on marine ecosystems and biota in the gulf",2008,"Protecting the Gulf's Marine Ecosystems from Pollution","An_T_primary"
"36738","Weaver, P.L., Schwagerl, J.J.","secondary forest succession and tree planting at the laguna cartagena and cabo rojo wildlife refuges in southwestern puerto rico",2008,"Ambio","An_T_primary"
"36751","Blanco-Aguiar, J.A., González-Jara, P., Ferrero, M.E., Sánchez-Barbudo, I., Virgós, E., Villafuerte, R., Dávila, J.A.","assessment of game restocking contributions to anthropogenic hybridization: the case of the iberian red-legged partridge",2008,"Animal Conservation","An_T_primary"
"36753","Wrbka, T., Schindler, S., Pollheimer, M., Schmitzberger, I., Peterseil, J.","impact of the austrian agri-environmental scheme on diversity of landscapes, plants and birds",2008,"Community Ecology","An_T_primary"
"36754","McGregor, F.R.","stormwater utilities use stormwater as a beneficial urban water resource (the key to sustainable development in the cherry creek watershed)",2008,"World Environmental and Water Resources Congress 2008: Ahupua'a - Proceedings of the World Environmental and Water Resources Congress 2008","An_T_primary"
"36762","Cain, J.W., Krausman, P.R., Morgart, J.R., Jansen, B.D., Pepper, M.P.","responses of desert bighorn sheep to removal of water sources",2008,"Wildlife Monographs","An_T_primary"
"36769","Petrakis, P.V.","current insect extinctions",2008,"Mass Extinction","An_T_primary"
"36776","Konstantinov, S.R., Smidt, H., Akkermans, A.D.L., Casini, L., Trevisi, P., Mazzoni, M., De Filippi, S., Bosi, P., De Vos, W.M.","feeding of lactobacillus sobrius reduces escherichia coli f4 levels in the gut and promotes growth of infected piglets",2008,"FEMS Microbiology Ecology","An_T_primary"
"36780","Wolff, J.O., Barrett, G.W.","landscape ecology of the golden mouse",2008,"Ecology, Behavior, and Conservation of the Golden Mouse: Ecology and Conservation","An_T_primary"
"36782","García-Borboroglu, P., Boersma, D., Reyes, L.M., Skewgar, E.","petroleum pollution and penguins: marine conservation tools to reduce the problem",2008,"Marine Pollution: New Research","An_T_primary"
"36784","Vora, R.S., Lerol, S., Danz, N.P.","multi-species planting and other practices to restore forest diversity in northeastern minnesota",2008,"Ecological Restoration","An_T_primary"
"36791","Crane, M.J., Montague-Drake, R.M., Cunningham, R.B., Lindenmayer, D.B.","the characteristics of den trees used by the squirrel glider (petaurus norfolcensis) in temperate australian woodlands",2008,"Wildlife Research","An_T_primary"
"36801","Mitchell, M.S., Reynolds-Hogland, M.J., Smith, M.L., Wood, P.B., Beebe, J.A., Keyser, P.D., Loehle, C., Reynolds, C.J., Van Deusen, P., White Jr., D.","projected long-term response of southeastern birds to forest management",2008,"Forest Ecology and Management","An_T_primary"
"36803","Or?owski, G., Martini, K., Martini, M.","avian responses to undergrowth removal in a suburban wood",2008,"Polish Journal of Ecology","An_T_primary"
"36824","Rojas, M., González, I., Fajardo, V., Martín, I., Hernández, P.E., García, T., Martín, R.","polymerase chain reaction-restriction fragment length polymorphism authentication of raw meats from game birds",2008,"Journal of AOAC International","An_T_primary"
"36825","Meek, M.G., Cooper, S.M., Owens, M.K., Cooper, R.M., Wappel, A.L.","white-tailed deer distribution in response to patch burning on rangeland",2008,"Journal of Arid Environments","An_T_primary"
"36840","Ansley, R.J., Pinchak, W.E., Jones, D.L.","mesquite, tobosagrass, and common broomweed responses to fire season and intensity",2008,"Rangeland Ecology and Management","An_T_primary"
"36846","Mouissie, A.M., Apol, M.E.F., Heil, G.W., van Diggelen, R.","creation and preservation of vegetation patterns by grazing",2008,"Ecological Modelling","An_T_primary"
"36858","Lloyd, H.","influence of within-patch habitat quality on high-andean polylepis bird abundance",2008,"Ibis","An_T_primary"
"36862","Muñoz-Fuentes, V., Green, A.J., Sorenson, M.D.","comparing the genetics of wild and captive populations of white-headed ducks oxyura leucocephala: consequences for recovery programmes",2008,"Ibis","An_T_primary"
"36865","Fortin, D., Courtois, R., Etcheverry, P., Dussault, C., Gingras, A.","winter selection of landscapes by woodland caribou: behavioural response to geographical gradients in habitat attributes",2008,"Journal of Applied Ecology","An_T_primary"
"36867","Dickson, B.","cites and the livelihoods of the poor",2008,"ORYX","An_T_primary"
"36869","Broughton, J.M., Byers, D.A., Bryson, R.A., Eckerle, W., Madsen, D.B.","did climatic seasonality control late quaternary artiodactyl densities in western north america?",2008,"Quaternary Science Reviews","An_T_primary"
"36876","Ahmad, L.","tangguh responses on the sensitive environment",2008,"Society of Petroleum Engineers - 9th International Conference on Health, Safety and Environment in Oil and Gas Exploration and Production 2008 - In Search of Sustainable Excellence""""","An_T_primary"
"36877","Pattanayek, M., McMillen, S.J.","risk assessment for livestock in the oriente region of ecuador",2008,"Society of Petroleum Engineers - 9th International Conference on Health, Safety and Environment in Oil and Gas Exploration and Production 2008 - In Search of Sustainable Excellence""""","An_T_primary"
"36879","Tomita, M., Morohoshi, F., Matsumoto, Y., Otsuka, K., Sakai, K.","role of dna double-strand break repair genes in cell proliferation under low dose-rate irradiation conditions",2008,"Journal of Radiation Research","An_T_primary"
"36886","Groom, R., Harris, S.","conservation on community lands: the importance of equitable revenue sharing",2008,"Environmental Conservation","An_T_primary"
"36895","Weber, A., Braumann, F.","efficiency of bridges and passages for small animals as migration aids for mammals - suggestions for the planning of passages consistent with species protection | effizienz von brücken und kleintierdurchlässen als migrationshilfen für säugetiere - hinweise zur planung artenschutzkonformer querungsbauwerke",2008,"Naturschutz und Landschaftsplanung","An_T_primary"
"36897","Palmer, G.C., Fitzsimons, J.A., Antos, M.J., White, J.G.","determinants of native avian richness in suburban remnant vegetation: implications for conservation planning",2008,"Biological Conservation","An_T_primary"
"36900","Churchwell, R.T., Davis, C.A., Fuhlendorf, S.D., Engle, D.M.","effects of patch-burn management on dickcissel nest success in a tallgrass prairie",2008,"Journal of Wildlife Management","An_T_primary"
"36904","Spiteri, A., Nepal, S.K.","evaluating local benefits from conservation in nepal's annapurna conservation area",2008,"Environmental Management","An_T_primary"
"36924","Davis, C.A., Bidwell, J.R.","response of aquatic invertebrates to vegetation management and agriculture",2008,"Wetlands","An_T_primary"
"36925","Morgan, D.G., Abdallah, S.B., Lasserre, P.","a real options approach to forest-management decision making to protect caribou under the threat of extinction",2008,"Ecology and Society","An_T_primary"
"36927","Evangelista, P.H., Norman III, J., Berhanu, L., Kumar, S., Alley, N.","predicting habitat suitability for the endemic mountain nyala (tragelaphus buxtoni) in ethiopia",2008,"Wildlife Research","An_T_primary"
"36934","Lawson, T., Goosem, M., Gillieson, D.","rapid assessment of habitat quality in riparian rainforest vegetation",2008,"Pacific Conservation Biology","An_T_primary"
"36946","Arthur, A.D., Pech, R.P., Davey, C., Jiebu, Yanming, Z., Hui, L.","livestock grazing, plateau pikas and the conservation of avian biodiversity on the tibetan plateau",2008,"Biological Conservation","An_T_primary"
"36951","Catoni, C., Schaefer, H.M., Peters, A.","fruit for health: the effect of flavonoids on humoral immune response and food selection in a frugivorous bird",2008,"Functional Ecology","An_T_primary"
"36952","Ohlson, D., Cushing, K., Trulio, L., Leventhal, A.","advancing indigenous self-determination through endangered species protection: idaho gray wolf recovery",2008,"Environmental Science and Policy","An_T_primary"
"36956","Johnson, A.C., Ternes, T., Williams, R.J., Sumpter, J.P.","assessing the concentrations of polar organic microcontaminants from point sources in the aquatic environment: measure or model?",2008,"Environmental Science and Technology","An_T_primary"
"36957","Tack, F.M.G., Vandecasteele, B.","cycling and ecosystem impact of metals in contaminated calcareous dredged sediment-derived soils (flanders, belgium)",2008,"Science of the Total Environment","An_T_primary"
"36962","Aznar, J.-C., Desrochers, A.","building for the future: abandoned beaver ponds promote bird diversity",2008,"Ecoscience","An_T_primary"
"36970","McKinlay, R., Plant, J.A., Bell, J.N.B., Voulvoulis, N.","calculating human exposure to endocrine disrupting pesticides via agricultural and non-agricultural exposure routes",2008,"Science of the Total Environment","An_T_primary"
"36971","Hone, J.","on bias, precision and accuracy in wildlife aerial surveys",2008,"Wildlife Research","An_T_primary"
"36973","Piché, J., Hutchings, J.A., Blanchard, W.","genetic variation in threshold reaction norms for alternative reproductive tactics in male atlantic salmon, salmo salar",2008,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"36979","Jachmann, H.","illegal wildlife use and protected area management in ghana",2008,"Biological Conservation","An_T_primary"
"36984","Verschuyl, J.P., Hansen, A.J., McWethy, D.B., Sallabanks, R., Hutto, R.L.","is the effect of forest structure on bird diversity modified by forest productivity?",2008,"Ecological Applications","An_T_primary"
"36985","Joannon, A., Bro, E., Thenail, C., Baudry, J.","crop patterns and habitat preferences of the grey partridge farmland bird",2008,"Agronomy for Sustainable Development","An_T_primary"
"36986","Liker, A., Papp, Z., Bókony, V., Lendvai, Á.Z.","lean birds in the city: body size and condition of house sparrows along the urbanization gradient",2008,"Journal of Animal Ecology","An_T_primary"
"36989","France, K.A., Ganskopp, D.C., Boyd, C.S.","interspace/undercanopy foraging patterns of beef cattle in sagebrush habitats",2008,"Rangeland Ecology and Management","An_T_primary"
"36991","Giralt, D., Brotons, L., Valera, F., Krištín, A.","the role of natural habitats in agricultural systems for bird conservation: the case of the threatened lesser grey shrike",2008,"Biodiversity and Conservation","An_T_primary"
"37011","Underwood, J.G., Hernandez Camacho, C.J., Aurioles-Gamboa, D., Gerber, L.R.","estimating sustainable bycatch rates for california sea lion populations in the gulf of california",2008,"Conservation Biology","An_T_primary"
"37032","Panaro, M.A., Saccia, M., Acquafredda, A., Cianciulli, A., Mitolo, C.I., Gagliardi, N., Mitolo, V.","structural relatedness between the 18s rrna genes and the formyl peptide receptor genes: new insights into the phylogenesis of immune receptors",2008,"Immunopharmacology and Immunotoxicology","An_T_primary"
"37035","Jones, B.C., Kleitch, J.L., Harper, C.A., Buehler, D.A.","ruffed grouse brood habitat use in a mixed hardwood forest: implications for forest management in the appalachians",2008,"Forest Ecology and Management","An_T_primary"
"37039","Villinger, J., Waldman, B.","self-referent mhc type matching in frog tadpoles",2008,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37040","Grémillet, D., Pichegru, L., Kuntz, G., Woakes, A.G., Wilkinson, S., Crawford, R.J.M., Ryan, P.G.","a junk-food hypothesis for gannets feeding on fishery waste",2008,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37046","Jacobson, C.A., Decker, D.J.","governance of state wildlife management: reform and revive or resist and retrench?",2008,"Society and Natural Resources","An_T_primary"
"37049","Kumar, A., Kumar, B., Arora, M.P.","effect of photoperiod on the adrenal activities of male rose ringed parakeet, psittacala krameri",2008,"Journal of Environmental Biology","An_T_primary"
"37050","Tsurim, I., Sapir, N., Belmaker, J., Shanni, I., Izhaki, I., Wojciechowski, M.S., Karasov, W.H., Pinshow, B.","drinking water boosts food intake rate, body mass increase and fat accumulation in migratory blackcaps (sylvia atricapilla)",2008,"Oecologia","An_T_primary"
"37057","Guldemond, R., Van Aarde, R.","a meta-analysis of the impact of african elephants on savanna vegetation",2008,"Journal of Wildlife Management","An_T_primary"
"37067","Vaillancourt, M.-A., Drapeau, P., Gauthier, S., Robert, M.","availability of standing trees for large cavity-nesting birds in the eastern boreal forest of québec, canada",2008,"Forest Ecology and Management","An_T_primary"
"37073","Navarro, J., González-Solís, J., Viscor, G., Chastel, O.","ecophysiological response to an experimental increase of wing loading in a pelagic seabird",2008,"Journal of Experimental Marine Biology and Ecology","An_T_primary"
"37074","Lees, A.C., Peres, C.A.","conservation value of remnant riparian forest corridors of varying quality for amazonian birds and mammals",2008,"Conservation Biology","An_T_primary"
"37076","Barding, E.E., Nelson, T.A.","raccoons use habitat edges in northern illinois",2008,"American Midland Naturalist","An_T_primary"
"37083","Touchon, J.C., Warkentin, K.M.","fish and dragonfly nymph predators induce opposite shifts in color and morphology of tadpoles",2008,"Oikos","An_T_primary"
"37089","Hernández, A.J., Pastor, J.","relationship between plant biodiversity and heavy metal bioavailability in grasslands overlying an abandoned mine",2008,"Environmental Geochemistry and Health","An_T_primary"
"37094","Ogbe, A.O., Mgbojikwe, L.O., Owoade, A.A., Atawodi, S.E., Abdu, P.A.","the effect of a wild mushroom (ganoderma lucidum) supplementation of feed on the immune response of pullet chickens to infectious bursal disease vaccine",2008,"Electronic Journal of Environmental, Agricultural and Food Chemistry","An_T_primary"
"37096","Bain, D.W., Baker, J.R., French, K.O., Whelan, R.J.","post-fire recovery of eastern bristlebirds (dasyornis brachypterus) is context-dependent",2008,"Wildlife Research","An_T_primary"
"37100","Gil, D., Bulmer, E., Celis, P., López-Rull, I.","adaptive developmental plasticity in growing nestlings: sibling competition induces differential gape growth",2008,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37104","Bateman, H.L., Chung-maccoubrey, A., Snell, H.L.","impact of non-native plant removal on lizards in riparian habitats in the southwestern united states",2008,"Restoration Ecology","An_T_primary"
"37106","Machado, A.L., Brito, J.C., Medeiros, V., Leitão, M., Moutinho, C., Jesus, A., Ferrand, Y., Gonçalves, D.","distribution and habitat preferences of eurasian woodcock scolopax rusticola in s. miguel island (azores) during the breeding season",2008,"Wildlife Biology","An_T_primary"
"37107","Shafroth, P.B., Briggs, M.K.","restoration ecology and invasive riparian plants: an introduction to the special section on tamarix spp. in western north america",2008,"Restoration Ecology","An_T_primary"
"37116","Cardoni, D.A., Favero, M., Isacch, J.P.","recreational activities affecting the habitat use by birds in pampa's wetlands, argentina: implications for waterbird conservation",2008,"Biological Conservation","An_T_primary"
"37118","Hirao, T., Murakami, M., Oguma, H.","functional spatial scale of community composition change in response to windthrow disturbance in a deciduous temperate forest",2008,"Ecological Research","An_T_primary"
"37121","Van Boxtel, A.L., Kamstra, J.H., Cenijn, P.H., Pieterse, B., Wagner, M.J., Antink, M., Krab, K., Van Der Burg, B., Marsh, G., Brouwer, A., Legler, J.","microarray analysis reveals a mechanism of phenolic polybrominated diphenylether toxicity in zebrafish",2008,"Environmental Science and Technology","An_T_primary"
"37122","Crossman, N.D., Bass, D.A.","application of common predictive habitat techniques for post-border weed risk management",2008,"Diversity and Distributions","An_T_primary"
"37127","Patten, D.T., Rouse, L., Stromberg, J.C.","isolated spring wetlands in the great basin and mojave deserts, usa: potential response of vegetation to groundwater withdrawal",2008,"Environmental Management","An_T_primary"
"37133","Kitano, M., Watanabe, D., Oda, S., Kubo, H., Kishida, H., Fujii, K., Kitahara, M., Hosoe, K.","subchronic oral toxicity of ubiquinol in rats and dogs",2008,"International Journal of Toxicology","An_T_primary"
"37136","Baeta, R., Faivre, B., Motreuil, S., Gaillard, M., Moreau, J.","carotenoid trade-off between parasitic resistance and sexual display: an experimental study in the blackbird (turdus merula)",2008,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37143","Driscoll, D.A., Henderson, M.K.","how many common reptile species are fire specialists? a replicated natural experiment highlights the predictive weakness of a fire succession model",2008,"Biological Conservation","An_T_primary"
"37146","Graeter, G.J., Rothermel, B.B., Gibbons, J.W.","habitat selection and movement of pond-breeding amphibians in experimentally fragmented pine forests",2008,"Journal of Wildlife Management","An_T_primary"
"37151","Håkanson, L., Bryhn, A.C.","goals and remedial strategies for water quality and wildlife management in a coastal lagoon-a case-study of ringkøbing fjord, denmark",2008,"Journal of Environmental Management","An_T_primary"
"37179","Russell, A.F., Langmore, N.E., Gardner, J.L., Kilner, R.M.","maternal investment tactics in superb fairy-wrens",2008,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37180","Meijaard, E., Sheil, D.","the persistence and conservation of borneo's mammals in lowland rain forests managed for timber: observations, overviews and opportunities",2008,"Ecological Research","An_T_primary"
"37184","Vesk, P.A., Nolan, R., Thomson, J.R., Dorrough, J.W., Mac Nally, R.","time lags in provision of habitat resources through revegetation",2008,"Biological Conservation","An_T_primary"
"37185","Aerts, R., Lerouge, F., November, E., Lens, L., Hermy, M., Muys, B.","land rehabilitation and the conservation of birds in a degraded afromontane landscape in northern ethiopia",2008,"Biodiversity and Conservation","An_T_primary"
"37189","Haas, T.C.","how to find the most practical ecosystem management plan",2008,"WIT Transactions on Ecology and the Environment","An_T_primary"
"37194","Koellner, T., Scholz, R.W.","assessment of land use impacts on the natural environment: part 2: generic characterization factors for local species diversity in central europe",2008,"International Journal of Life Cycle Assessment","An_T_primary"
"37201","Fleischer, R.C., Boarman, W.I., Gonzalez, E.G., Godinez, A., Omland, K.E., Young, S., Helgen, L., Syed, G., McIntosh, C.E.","as the raven flies: using genetic data to infer the history of invasive common raven (corvus corax) populations in the mojave desert",2008,"Molecular Ecology","An_T_primary"
"37213","Jain, T.B., Graham, R.T., Sandquist, J., Butler, M., Brockus, K., Frigard, D., Cobb, D., Sup-Han, H., Halbrook, J., Denner, R., Evans, J.S.","restoration of northern rocky mountain moist forests: integrating fuel treatments from the site to the landscape",2008,"USDA Forest Service - General Technical Report PNW-GTR","An_T_primary"
"37218","Lehmann, M.B., Funston, P.J., Owen, C.R., Slotow, R.","feeding behaviour of lions (panthera leo) on a small reserve",2008,"African Journal of Wildlife Research","An_T_primary"
"37223","Finlayson, G.R., Vieira, E.M., Priddel, D., Wheeler, R., Bentley, J., Dickman, C.R.","multi-scale patterns of habitat use by re-introduced mammals: a case study using medium-sized marsupials",2008,"Biological Conservation","An_T_primary"
"37237","Natuhara, Y.","evaluation and planning of wildlife habitat in urban landscape",2007,"Landscape Ecological Applications in Man-Influenced Areas: Linking Man and Nature Systems","An_T_primary"
"37240","Gyimesi, Z.S., Hayden, E.R., Greiner, E.C.","sticktight flea (echidnophaga gallinacea) infestation in a victoria crowned pigeon (goura victoria)",2007,"Journal of Zoo and Wildlife Medicine","An_T_primary"
"37244","Pauli, J.N., Buskirk, S.W.","risk-disturbance overrides density dependence in a hunted colonial rodent, the black-tailed prairie dog cynomys ludovicianus",2007,"Journal of Applied Ecology","An_T_primary"
"37246","Burns, R.T., Xin, H., Gates, R.S., Li, H., Overhults, D.G., Moody, L., Earnest, J.","ammonia emissions from broiler houses in the southeastern united states",2007,"ASABE - Proceedings of the International Symposium on Air Quality and Waste Management for Agriculture","An_T_primary"
"37250","Keong, C.H.","cites as a tool in combating illegal logging",2007,"International Forestry Review","An_T_primary"
"37251","Bair, A.R.","a model of wear in curved mammal teeth: controls on occlusal morphology and the evolution of hypsodonty in lagomorphs",2007,"Paleobiology","An_T_primary"
"37253","Fotherby, L.M., Randle, T.J.","sedveg-gen3 platte river model: a sediment transport and riparian vegetation model",2007,"Restoring Our Natural Habitat - Proceedings of the 2007 World Environmental and Water Resources Congress","An_T_primary"
"37260","Drunpob, A., Chang, N.B.","riparian buffer zone change detection based on radarsat-1 and landsat satellite images",2007,"Examining the Confluence of Environmental and Water Concerns - Proceedings of the World Environmental and Water Resources Congress 2006","An_T_primary"
"37267","Margalida, A., García, D., Cortés-Avizanda, A.","factors influencing the breeding density of bearded vultures, egyptian vultures and eurasian griffon vultures in catalonia (ne spain): management implications",2007,"Animal Biodiversity and Conservation","An_T_primary"
"37272","Gagné, C., Imbeau, L., Drapeau, P.","anthropogenic edges: their influence on the american three-toed woodpecker (picoides dorsalis) foraging behaviour in managed boreal forests of quebec",2007,"Forest Ecology and Management","An_T_primary"
"37274","Sonne, C., Dietz, R., Born, E.W., Riget, F.F., Leifsson, P.S., Bechshøft, T.Ø., Kirkegaard, M.","spatial and temporal variation in size of polar bear (ursus maritimus) sexual organs and its use in pollution and climate change studies",2007,"Science of the Total Environment","An_T_primary"
"37288","Dormann, C.F., Schweiger, O., Augenstein, I., Bailey, D., Billeter, R., De Blust, G., Defilippi, R., Frenzel, M., Hendrickx, F., Herzog, F., Klotz, S., Liira, J., Maelfait, J.-P., Schmidt, T., Speelmans, M., Van Wingerden, W.K.R.E., Zobel, M.","effects of landscape structure and land-use intensity on similarity of plant and animal communities",2007,"Global Ecology and Biogeography","An_T_primary"
"37290","Leberg, P.L., Green, M.C., Adams, B.A., Purcell, K.M., Luent, M.C.","response of waterbird colonies in southern louisiana to recent drought and hurricanes",2007,"Animal Conservation","An_T_primary"
"37291","Carof, M., De Tourdonnet, S., Saulas, P., Le Floch, D., Roger-Estrade, J.","undersowing wheat with different living mulches in a no-till system. i. yield analysis",2007,"Agronomy for Sustainable Development","An_T_primary"
"37295","Carof, M., De Tourdonnet, S., Saulas, P., Le Floch, D., Roger-Estrade, J.","undersowing wheat with different living mulches in a no-till system. ii. competition for light and nitrogen",2007,"Agronomy for Sustainable Development","An_T_primary"
"37300","Liang, X.-F., Li, G.-G., He, S., Huang, Y.","transcriptional responses of alpha- and rho-class glutathione s-transferase genes in the liver of three freshwater fishes intraperitoneally injected with microcystin-lr: relationship of inducible expression and tolerance",2007,"Journal of Biochemical and Molecular Toxicology","An_T_primary"
"37303","Musumali, M.M., Larsen, T.S., Kaltenborn, B.P.","an impasse in community based natural resource management implementation: the case of zambia and botswana",2007,"ORYX","An_T_primary"
"37318","Kler, T.K.","adoptability of 't'-perches by insectivorous birds in bt cotton fields",2007,"Pestology","An_T_primary"
"37323","Botha, J., Witkowski, E.T.F., Shackleton, C.M.","factors influencing prices of medicinal plants traded in the lowveld, south africa",2007,"International Journal of Sustainable Development and World Ecology","An_T_primary"
"37328","Bolzoni, L., De Leo, G.A.","a cost analysis of alternative culling strategies for the eradication of classical swine fever in wildlife",2007,"Environment and Development Economics","An_T_primary"
"37337","Gonzales, E.K., Gergel, S.E.","testing assumptions of cost surface analysis-a tool for invasive species management",2007,"Landscape Ecology","An_T_primary"
"37339","Cheong, S.K., Wong, T.Y., Lee, H.Y., Fong, Y.T., Tan, B.Y., Koh, G.C.H., Chan, K.M., Chia, S.E., Koh, D.","concerns and preparedness for an avian influenza pandemic: a comparison between community hospital and tertiary hospital healthcare workers",2007,"Industrial Health","An_T_primary"
"37352","Fuller, R.M., Devereux, B.J., Gillings, S., Hill, R.A., Amable, G.S.","bird distributions relative to remotely sensed habitats in great britain: towards a framework for national modelling",2007,"Journal of Environmental Management","An_T_primary"
"37364","Ferrari, M.C.O., Messier, F., Chivers, D.P.","degradation of chemical alarm cues under natural conditions: risk assessment by larval woodfrogs",2007,"Chemoecology","An_T_primary"
"37365","Brewer, T.K., Mosley, J.C., Lucas, D.E., Schmidt, L.R.","bluebunch wheatgrass response to spring defoliation on foothill rangeland",2007,"Rangeland Ecology and Management","An_T_primary"
"37366","Needham, M.D., Vaske, J.J., Donnelly, M.P., Manfredo, M.J.","hunting specialization and its relationship to participation in response to chronic wasting disease",2007,"Journal of Leisure Research","An_T_primary"
"37378","Tichit, M., Doyen, L., Lemel, J.Y., Renault, O., Durant, D.","a co-viability model of grazing and bird community management in farmland",2007,"Ecological Modelling","An_T_primary"
"37381","Chapuisat, M., Oppliger, A., Magliano, P., Christe, P.","wood ants use resin to protect themselves against pathogens",2007,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37382","Ham, A.D., Osorio, D.","colour preferences and colour vision in poultry chicks",2007,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37384","Raimondo, S., Mineau, P., Barron, M.G.","estimation of chemical toxicity to wildlife species using interspecies correlation models",2007,"Environmental Science and Technology","An_T_primary"
"37386","Miller, G.H., Magee, J.W., Fogel, M.L., Gagan, M.K.","detecting human impacts on the flora, fauna, and summer monsoon of pleistocene australia",2007,"Climate of the Past","An_T_primary"
"37391","Price, S.A., Gittleman, J.L.","hunting to extinction: biology and regional economy influence extinction risk and the impact of hunting in artiodactyls",2007,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"37409","Kjelland, M.E., Kreuter, U.P., Clendenin, G.A., Wilkins, R.N., Wu, X.B., Afanador, E.G., Grant, W.E.","factors related to spatial patterns of rural land fragmentation in texas",2007,"Environmental Management","An_T_primary"
