"","Authors","Title","Year","Source","grp"
"36324","Prakash, P.J., Rajashekhar, G., Krishnappa, H., Sulaiman, S.M., Rao, K.V.","effect of endosulfan 35% on the egg laying and egg shell thickness in japanese quails",2009,"Research Journal of Environmental Toxicology","An_D_primary"
"36345","Redpath, S., Thirgood, S.","hen harriers and red grouse: moving towards consensus?",2009,"Journal of Applied Ecology","An_D_primary"
"36348","Barbour, R.C., Forster, L.G., Baker, S.C., Steane, D.A., Potts, B.M.","biodiversity consequences of genetic variation in bark characteristics within a foundation tree species",2009,"Conservation Biology","An_D_primary"
"36349","Sanchez, L.C., Peltzer, P.M., Lajmanovich, R.C.","structure of wetland-breeding anuran assemblages from the southern section of the paraná river, argentina",2009,"Herpetological Journal","An_D_primary"
"36360","Brambilla, M., Casale, F., Bergero, V., Crovetto, G.M., Falco, R., Negri, I., Siccardi, P., Bogliani, G.","gis-models work well, but are not enough: habitat preferences of lanius collurio at multiple levels and conservation implications",2009,"Biological Conservation","An_D_primary"
"36365","Kaya, L.G., Çetin, M., Doygun, H.","a holistic approach in analyzing the landscape potential: porsuk dam lake and its environs, turkey",2009,"Fresenius Environmental Bulletin","An_D_primary"
"36383","Komosa, A., Kitowski, I., Chibowski, S., Solecki, J., Orze?, J., Róza?ski, P.","selected radionuclides and heavy metals in skeletons of birds of prey from eastern poland",2009,"Journal of Radioanalytical and Nuclear Chemistry","An_D_primary"
"36389","Fleishman, E., Dobkin, D.S.","current and potential future elevational distributions of birds associated with pinyon-juniper woodlands in the central great basin, u.s.a",2009,"Restoration Ecology","An_D_primary"
"36392","Meiman, P.J., Thorne, M.S., Skinner, Q.D., Smith, M.A., Dodd, J.L.","wild ungulate herbivory of willow on two national forest allotments in wyoming",2009,"Rangeland Ecology and Management","An_D_primary"
"36394","Moning, C., Müller, J.","critical forest age thresholds for the diversity of lichens, molluscs and birds in beech (fagus sylvatica l.) dominated forests",2009,"Ecological Indicators","An_D_primary"
"36397","Schill, K.L., Yahner, R.H.","nest-site selection and nest survival of early successional birds in central pennsylvania",2009,"Wilson Journal of Ornithology","An_D_primary"
"36400","Strauch, A.M., Kapust, A.R., Jost, C.C.","impact of livestock management on water quality and streambank structure in a semi-arid, african ecosystem",2009,"Journal of Arid Environments","An_D_primary"
"36412","Clark, D.A., Slocombe, D.S.","respect for grizzly bears: an aboriginal approach for co-existence and resilience",2009,"Ecology and Society","An_D_primary"
"36414","Sitjà-Bobadilla, A.","can myxosporean parasites compromise fish and amphibian reproduction?",2009,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"36419","Goldingay, R.L.","characteristics of tree hollows used by australian birds and bats",2009,"Wildlife Research","An_D_primary"
"36424","Kovochich, M., Espinasse, B., Auffan, M., Hotze, E.M., Wessel, L., Xia, T., Nel, A.E., Wiesner, M.R.","comparative toxicity of c60 aggregates toward mammalian cells: role of tetrahydrofuran (thf) decomposition",2009,"Environmental Science and Technology","An_D_primary"
"36454","Marks, C.A.","fumigation of rabbit warrens with chloropicrin produces poor welfare outcomes a review",2009,"Wildlife Research","An_D_primary"
"36475","Mixon, M.R., Demarais, S., Jones, P.D., Rude, B.J.","deer forage response to herbicide and fire in mid-rotation pine plantations",2009,"Journal of Wildlife Management","An_D_primary"
"36484","Bruggeman, D.J., Jones, M.L., Scribner, K., Lupi, F.","relating tradable credits for biodiversity to sustainability criteria in a dynamic landscape",2009,"Landscape Ecology","An_D_primary"
"36485","Bishop, C.J., White, G.C., Freddy, D.J., Watkins, B.E., Stephenson, T.R.","effect of enhanced nutrition on mule deer population rate of change",2009,"Wildlife Monographs","An_D_primary"
"36504","Todd, B.D., Luhring, T.M., Rothermel, B.B., Gibbons, J.W.","effects of forest removal on amphibian migrations: implications for habitat and landscape connectivity",2009,"Journal of Applied Ecology","An_D_primary"
"36509","Mazia, C.N., Chaneton, E.J., Kitzberger, T., Garibaldi, L.A.","variable strength of top-down effects in nothofagus forests: bird predation and insect herbivory during an enso event",2009,"Austral Ecology","An_D_primary"
"36511","Torre, I., Arrizabalaga, A.","species richness and abundance of small mammals along an elevational gradient of a mediterranean mountain",2009,"Vie et Milieu","An_D_primary"
"36519","Smith, B., Holland, J., Jones, N., Moreby, S., Morris, A.J., Southway, S.","enhancing invertebrate food resources for skylarks in cereal ecosystems: how useful are in-crop agri-environment scheme management options?",2009,"Journal of Applied Ecology","An_D_primary"
"36520","Pardini, R., Faria, D., Accacio, G.M., Laps, R.R., Mariano-Neto, E., Paciencia, M.L.B., Dixo, M., Baumgarten, J.","the challenge of maintaining atlantic forest biodiversity: a multi-taxa conservation assessment of specialist and generalist species in an agro-forestry mosaic in southern bahia",2009,"Biological Conservation","An_D_primary"
"36530","Kerbiriou, C., Le Viol, I., Robert, A., Porcher, E., Gourmelon, F., Julliard, R.","tourism in protected areas can threaten wild populations: from individual response to population viability of the chough pyrrhocorax pyrrhocorax",2009,"Journal of Applied Ecology","An_D_primary"
"36536","Marnewick, K., Hayward, M.W., Cilliers, D., Somers, M.J.","survival of cheetahs relocated from ranchland to fenced protected areas in south africa",2009,"Reintroduction of Top-Order Predators","An_D_primary"
"36537","Linnell, J.D.C., Breitenmoser, U., Breitenmoser-Würsten, C., Odden, J., Von Arx, M.","recovery of eurasian lynx in europe: what part has reintroduction played?",2009,"Reintroduction of Top-Order Predators","An_D_primary"
"36541","Eiswerth, M.E., van Kooten, G.C.","the ghost of extinction: preservation values and minimum viable population in wildlife models",2009,"Ecological Economics","An_D_primary"
"36555","Campos, P., Oviedo, J.L., Caparrós, A., Huntsinger, L., Coelho, I.","contingent valuation of woodland-owner private amenities in spain, portugal, and california",2009,"Rangeland Ecology and Management","An_D_primary"
"36578","Wasserberg, G., Osnas, E.E., Rolley, R.E., Samuel, M.D.","host culling as an adaptive management tool for chronic wasting disease in white-tailed deer: a modelling study",2009,"Journal of Applied Ecology","An_D_primary"
"36583","Dickson, B.G., Noon, B.R., Flather, C.H., Jentsch, S., Block, W.M.","quantifying the multi-scale response of avifauna to prescribed fire experiments in the southwest united states",2009,"Ecological Applications","An_D_primary"
"36594","Dahmardeh, M., Dahmardeh, M., Yazdani, S., Piri, E.","the socio-economic effects of hamoon lake in sistan region of iran",2009,"Journal of Food, Agriculture and Environment","An_D_primary"
"36609","Archaux, F., Martin, H.","hybrid poplar plantations in a floodplain have balanced impacts on farmland and woodland birds",2009,"Forest Ecology and Management","An_D_primary"
"36611","Howard, R.J., Wells, C.J.","plant community establishment following drawdown of a reservoir in southern arkansas, usa",2009,"Wetlands Ecology and Management","An_D_primary"
"36621","Bried, J., Magalhães, M.C., Bolton, M., Neves, V.C., Bell, E., Pereira, J.C., Aguiar, L., Monteiro, L.R., Santos, R.S.","seabird habitat restoration on praia islet, azores archipelago",2009,"Ecological Restoration","An_D_primary"
"36624","Sellick, J.","strategic issues - european union",2009,"Environmental Law and Management","An_D_primary"
"36631","Chepesiuk, R.","missing the dark: health effects of light pollution",2009,"Environmental Health Perspectives","An_D_primary"
"36633","Gulson, B., Korsch, M., Matisons, M., Douglas, C., Gillam, L., McLaughlin, V.","windblown lead carbonate as the main source of lead in blood of children from a seaside community: an example of local birds as ""canaries in the mine""",2009,"Environmental Health Perspectives","An_D_primary"
"36680","Singh, R., Joshi, P.K., Kumar, M., Dash, P.P., Joshi, B.D.","development of tiger habitat suitability model using geospatial tools - a case study in achankmar wildlife sanctuary (amwls), chhattisgarh india",2009,"Environmental Monitoring and Assessment","An_D_primary"
"36685","Augustine, D.J., Milchunas, D.G.","vegetation responses to prescribed burning of grazed shortgrass steppe",2009,"Rangeland Ecology and Management","An_D_primary"
"36689","Ostry, M.E., Laflamme, G.","fungi and diseases - natural components of healthy forests",2009,"Botany","An_D_primary"
"36699","Saayman, M., Saayman, A., Ferreira, M.","the socio-economic impact of the karoo national park",2009,"Koedoe","An_D_primary"
"36701","Yahner, R.H.","deer use of a right-of-way in central pennsylvania, u.s.",2009,"Arboriculture and Urban Forestry","An_D_primary"
"36704","Vilá, B., Gomez, J.G., Wawrzyk, A.","environmental education as a tool in the sustainable management of vicuña in the altiplano of south america",2009,"The Vicuña: The Theory and Practice of Community Based Wildlife Management","An_D_primary"
"36708","Kim, W.G., Kim, M.N., Lee, S.M., Yang, J.K.","removal of cu(ii) with hydroxyapatite (animal bone) as an inorganic ion exchanger",2009,"Desalination and Water Treatment","An_D_primary"
"36710","Lucrezi, S., Schlacher, T.A., Walker, S.","monitoring human impacts on sandy shore ecosystems: a test of ghost crabs (ocypode spp.) as biological indicators on an urban beach",2009,"Environmental Monitoring and Assessment","An_D_primary"
"36718","Rayan, D.M., Mohamad, S.W.","the importance of selectively logged forests for tiger panthera tigris conservation: a population density estimate in peninsular malaysia",2009,"ORYX","An_D_primary"
"36719","Wehi, P.M.","indigenous ancestral sayings contribute to modern conservation partnerships: examples using phormium tenax",2009,"Ecological Applications","An_D_primary"
"36725","Sanpera, C., Valladares, S., Moreno, R., Ruiz, X., Jover, L.","assessing the effects of the prestige oil spill on the european shag (phalacrocorax aristotelis): trace elements and stable isotopes",2008,"Science of the Total Environment","An_D_primary"
"36727","Owens, A.K., Moseley, K.R., McCay, T.S., Castleberry, S.B., Kilgo, J.C., Ford, W.M.","amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (pinus taeda) forests",2008,"Forest Ecology and Management","An_D_primary"
"36731","Michael, D.R., Cunningham, R.B., Lindenmayer, D.B.","a forgotten habitat? granite inselbergs conserve reptile diversity in fragmented agricultural landscapes",2008,"Journal of Applied Ecology","An_D_primary"
"36732","Clumpner, C.","personnel for oiled wildlife response: challenges in identifying, training, and maintaining an effective team",2008,"International Oil Spill Conference - IOSC 2008, Proceedings","An_D_primary"
"36742","Bate, L.J., Wisdom, M.J., Garton, E.O., Clabough, S.C.","snagpro: snag and tree sampling and analysis methods for wildlife",2008,"USDA Forest Service - General Technical Report PNW-GTR","An_D_primary"
"36766","Kaczensky, P., Enkhsaikhan, N., Ganbaatar, O., Walzer, C.","the great gobi b strictly protected area in mongolia - refuge or sink for wolves cards lupus in the gobi?",2008,"Wildlife Biology","An_D_primary"
"36767","Setty, R.S., Bawa, K., Ticktin, T., Gowda, C.M.","evaluation of a participatory resource monitoring system for nontimber forest products: the case of amla (phyllanthus spp.) fruit harvest by soligas in south india",2008,"Ecology and Society","An_D_primary"
"36771","Largo, E., Gaillard, J.-M., Festa-Bianchet, M., Toïgo, C., Bassano, B., Cortot, H., Farny, G., Lequette, B., Gauthier, D., Martinot, J.-P.","can ground counts reliably monitor ibex capra ibex populations?",2008,"Wildlife Biology","An_D_primary"
"36774","Scholes, L., Faulkner, H., Tapsell, S., Downward, S.","urban rivers as pollutant sinks and sources: a public health concern for recreational river users?",2008,"Water, Air, and Soil Pollution: Focus","An_D_primary"
"36781","Preziosi, D.V., Pastorok, R.A.","ecological food web analysis for chemical risk assessment",2008,"Science of the Total Environment","An_D_primary"
"36787","Chen, Q., Shen, C., Sun, Y., Peng, S., Yi, W., Li, Z., Jiang, M.","soil carbon dynamics in a subtropical mountainous region, south china: results based on carbon isotopic tracing",2008,"Soil Mineral Microbe-Organic Interactions: Theories and Applications","An_D_primary"
"36799","Rowland, H.M., Cuthill, I.C., Harvey, I.F., Speed, M.P., Ruxton, G.D.","can't tell the caterpillars from the trees: countershading enhances survival in a woodland",2008,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"36802","Hodges, K.E., Mills, L.S.","designing fecal pellet surveys for snowshoe hares",2008,"Forest Ecology and Management","An_D_primary"
"36808","De Mársico, M.C., Reboreda, J.C.","differential reproductive success favours strong host preference in a highly specialized brood parasite",2008,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"36814","Werner, S.J., Cummings, J.L., Pipas, P.A., Tupper, S.K., Byrd, R.W.","registered pesticides and citrus terpenes as blackbird repellents for rice",2008,"Journal of Wildlife Management","An_D_primary"
"36820","Johnston, A.N., Anthony, R.G.","small-mammal microhabitat associations and response to grazing in oregon",2008,"Journal of Wildlife Management","An_D_primary"
"36823","Lyons, J.E., Runge, M.C., Laskowski, H.P., Kendall, W.L.","monitoring in the context of structured decision-making and adaptive management",2008,"Journal of Wildlife Management","An_D_primary"
"36831","Deivasigamani, B.","the immune response in catfish, mystus gulio",2008,"Journal of Environmental Biology","An_D_primary"
"36832","Tsuji, L.J.S., Wainman, B.C., Martin, I.D., Sutherland, C., Weber, J.-P., Dumas, P., Nieboer, E.","lead shot contribution to blood lead of first nations people: the use of lead isotopes to identify the source of exposure",2008,"Science of the Total Environment","An_D_primary"
"36839","Lafortezza, R., Corry, R.C., Sanesi, G., Brown, R.D.","visual preference and ecological assessments for designed alternative brownfield rehabilitations",2008,"Journal of Environmental Management","An_D_primary"
"36842","Coulson, G., Nave, C.D., Shaw, G., Renfree, M.B.","long-term efficacy of levonorgestrel implants for fertility control of eastern grey kangaroos (macropus giganteus)",2008,"Wildlife Research","An_D_primary"
"36843","Hinojosa-Huerta, O., Rivera-Díaz, J.J., Iturribarría-Rojas, H., Calvo-Fonseca, A.","population trends of yuma clapper rails in the colorado river delta, mexico",2008,"Studies in Avian Biology","An_D_primary"
"36848","Hunt, S., Low, J., Burns, K.C.","adaptive numerical competency in a food-hoarding songbird",2008,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"36853","Sterl, P., Brandenburg, C., Arnberger, A.","visitors' awareness and assessment of recreational disturbance of wildlife in the donau-auen national park",2008,"Journal for Nature Conservation","An_D_primary"
"36864","Rocke, T.E., Smith, S.R., Stinchcomb, D.T., Osorio, J.E.","immunization of black-tailed prairie dog against plague through consumption of vaccine-laden baits",2008,"Journal of Wildlife Diseases","An_D_primary"
"36874","Restani, M., Davies, J.M., Newton, W.E.","importance of agricultural landscapes to nesting burrowing owls in the northern great plains, usa",2008,"Landscape Ecology","An_D_primary"
"36881","Conard, S.G., Solomon, A.M.","chapter 5 effects of wildland fire on regional and global carbon stocks in a changing environment",2008,"Developments in Environmental Science","An_D_primary"
"36887","Hudson, A., Bouwman, H.","birds associated with a tailings storage facility and surrounding areas from a south african gold mine",2008,"African Journal of Ecology","An_D_primary"
"36902","Ogada, D.L., Kibuthu, P.M.","conserving mackinder's eagle owls in farmlands of kenya: assessing the influence of pesticide use, tourism and local knowledge of owl habits in protecting a culturally loathed species",2008,"Environmental Conservation","An_D_primary"
"36905","Menzie, C.A., Southworth, B., Stephenson, G., Feisthauer, N.","the importance of understanding the chemical form of a metal in the environment: the case of barium sulfate (barite)",2008,"Human and Ecological Risk Assessment","An_D_primary"
"36910","Stevens, M., Stubbins, C.L., Hardman, C.J.","the anti-predator function of 'eyespots' on camouflaged and conspicuous prey",2008,"Behavioral Ecology and Sociobiology","An_D_primary"
"36914","Peternel-Staggs, K., Saito, L., Fritsen, C.H.","evaluation of a modeling approach to assess nitrogen assimilative capacity due to river restoration",2008,"Journal of Water Resources Planning and Management","An_D_primary"
"36919","Beldomenico, P.M., Telfer, S., Gebert, S., Lukomski, L., Bennett, M., Begon, M.","the dynamics of health in wild field vole populations: a haematological perspective",2008,"Journal of Animal Ecology","An_D_primary"
"36926","Dennis, R.A., Meijaard, E., Nasi, R., Gustafsson, L.","biodiversity conservation in southeast asian timber concessions: a critical evaluation of policy mechanisms and guidelines",2008,"Ecology and Society","An_D_primary"
"36940","Carlson, J.E.","hummingbird responses to gender-biased nectar production: are nectar biases maintained by natural or sexual selection?",2008,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"36942","Franceschini, M.D., Rubenstein, D.I., Low, B., Romero, L.M.","fecal glucocorticoid metabolite analysis as an indicator of stress during translocation and acclimation in an endangered large mammal, the grevy's zebra",2008,"Animal Conservation","An_D_primary"
"36954","Cattet, M., Boulanger, J., Stenhouse, G., Powell, R.A., Reynolds-Hogland, M.J.","an evaluation of long-term capture effects in ursids: implications for wildlife welfare and research",2008,"Journal of Mammalogy","An_D_primary"
"36958","Voordouw, M.J., Lambrechts, L., Koella, J.","no maternal effects after stimulation of the melanization response in the yellow fever mosquito aedes aegypti",2008,"Oikos","An_D_primary"
"36960","Hagmeier, K.R., Smith, B.D., Boyd, W.S.","estimating numbers of black brant using sequential spring-staging sites",2008,"Journal of Wildlife Management","An_D_primary"
"36963","Drury, S.A., Grissom, P.J.","fire history and fire management implications in the yukon flats national wildlife refuge, interior alaska",2008,"Forest Ecology and Management","An_D_primary"
"36969","Pašková, V., Adamovský, O., Pikula, J., Sko?ovská, B., Band'ouchová, H., Horáková, J., Babica, P., Maršálek, B., Hilscherová, K.","detoxification and oxidative stress responses along with microcystins accumulation in japanese quail exposed to cyanobacterial biomass",2008,"Science of the Total Environment","An_D_primary"
"36975","Pessier, A.P.","management of disease as a threat to amphibian conservation",2008,"International Zoo Yearbook","An_D_primary"
"36988","Yao, Z., Sakai, K., Ye, X., Akita, T., Iwabuchi, Y., Hoshino, Y.","airborne hyperspectral imaging for estimating acorn yield based on the pls b-matrix calibration technique",2008,"Ecological Informatics","An_D_primary"
"36990","Gerlach, J.","preliminary conservation status and needs of an oceanic island fauna: the case of seychelles insects",2008,"Journal of Insect Conservation","An_D_primary"
"36992","Long, R.A., Rachlow, J.L., Kie, J.G.","effects of season and scale on response of elk and mule deer to habitat manipulation",2008,"Journal of Wildlife Management","An_D_primary"
"36994","Arukwe, A., Nordtug, T., Kortner, T.M., Mortensen, A.S., Brakstad, O.G.","modulation of steroidogenesis and xenobiotic biotransformation responses in zebrafish (danio rerio) exposed to water-soluble fraction of crude oil",2008,"Environmental Research","An_D_primary"
"36995","Hurteau, S.R., Sisk, T.D., Block, W.M., Dickson, B.G.","fuel-reduction treatment effects on avian community structure and diversity",2008,"Journal of Wildlife Management","An_D_primary"
"36997","Gruner, D.S., Smith, J.E., Seabloom, E.W., Sandin, S.A., Ngai, J.T., Hillebrand, H., Harpole, W.S., Elser, J.J., Cleland, E.E., Bracken, M.E.S., Borer, E.T., Bolker, B.M.","a cross-system synthesis of consumer and nutrient resource control on producer biomass",2008,"Ecology Letters","An_D_primary"
"37024","O'Reilly, C., Statham, M., Mullins, J., Turner, P.D., O'Mahony, D.","efficient species identification of pine marten (martes martes) and red fox (vulpes vulpes) scats using a 5? nuclease real-time pcr assay",2008,"Conservation Genetics","An_D_primary"
"37030","De Jager, N.R., Pastor, J.","effects of moose alces alces population density and site productivity on the canopy geometries of birch betula pubescens and b. pendula and scots pine pinus sylvestris",2008,"Wildlife Biology","An_D_primary"
"37033","DeLong, S.C., Sutherland, G.D., Daniels, L.D., Heemskerk, B.H., Storaunet, K.O.","temporal dynamics of snags and development of snag habitats in wet spruce-fir stands in east-central british columbia",2008,"Forest Ecology and Management","An_D_primary"
"37058","Traynor, C.H.","juncus kraussii harvesting in umlalazi nature reserve, kwazulu-natal, south africa: socio-economic aspects and sustainability",2008,"African Journal of Aquatic Science","An_D_primary"
"37059","Long, R.A., Rachlow, J.L., Kie, J.G., Vavra, M.","fuels reduction in a western coniferous forest: effects on quantity and quality of forage for elk",2008,"Rangeland Ecology and Management","An_D_primary"
"37060","Ruiz-González, A., Rubines, J., Berdión, O., Gómez-Moliner, B.J.","a non-invasive genetic method to identify the sympatric mustelids pine marten (martes martes) and stone marten (martes foina): preliminary distribution survey on the northern iberian peninsula",2008,"European Journal of Wildlife Research","An_D_primary"
"37068","Lingg, G., Endler, P.C., Frass, M., Lothaller, H.","treatment of highland frogs from the two-legged stage with homeopathically prepared thyroxin (10-11 - 10-21)",2008,"TheScientificWorldJournal","An_D_primary"
"37082","Lindsay, A.R., Belant, J.L.","a simple and improved pcr-based technique for white-tailed deer (odocoileus virginianus) sex identification",2008,"Conservation Genetics","An_D_primary"
"37095","Deniz, B., E?bah, H., Küçükerba?, E.V., ?irin, U.","analysis of vegetation structure in urban land uses: case of the city of aydin | kentsel alan kullanimlarindaki vejetasyon yapisinin analizi: aydin kenti örne?i",2008,"Ekoloji","An_D_primary"
"37097","Ojeda, M.I., Mayer, A.S., Solomon, B.D.","economic valuation of environmental services sustained by water flows in the yaqui river delta",2008,"Ecological Economics","An_D_primary"
"37102","Stamps, W.T., Dailey, T.V., Gruenhagen, N.M., Linit, M.J.","soybean yield and resource conservation field borders",2008,"Agriculture, Ecosystems and Environment","An_D_primary"
"37123","Hadley, A., Desrochers, A.","winter habitat use by boreal chickadee flocks in a managed forest",2008,"Wilson Journal of Ornithology","An_D_primary"
"37126","Kasai, A., Hiramatsu, N., Hayakawa, K., Yao, J., Kitamura, M.","direct, continuous monitoring of air pollution by transgenic sensor mice responsive to halogenated and polycyclic aromatic hydrocarbons",2008,"Environmental Health Perspectives","An_D_primary"
"37128","Skarin, A., Danell, Ö., Bergström, R., Moen, J.","summer habitat preferences of gps-collared reindeer rangifer tarandus tarandus",2008,"Wildlife Biology","An_D_primary"
"37131","Zheng, X.-K., Li, C.-H., Huang, G.-H., Yang, Z.-F.","research progress in effects of urbanization on wetland ecosystem in watershed",2008,"Wetland Science","An_D_primary"
"37132","Steinberg, C.E.W., Meinelt, T., Timofeyev, M.A., Bittner, M., Menzel, R.","humic substances - part 2: interactions with organisms",2008,"Environmental Science and Pollution Research","An_D_primary"
"37144","Lischka, S.A., Riley, S.J., Rudolph, B.A.","effects of impact perception on acceptance capacity for white-tailed deer",2008,"Journal of Wildlife Management","An_D_primary"
"37153","Ober, H.K., Hayes, J.P.","influence of vegetation on bat use of riparian areas at multiple spatial scales",2008,"Journal of Wildlife Management","An_D_primary"
"37160","Rominger, E.M., Goldstein, E.J., Evans, M.A.","biological and statistical errors make inferences circumspect: response to bender and weisenberger",2008,"Journal of Wildlife Management","An_D_primary"
"37163","Ratikainen, I.I., Gill, J.A., Gunnarsson, T.G., Sutherland, W.J., Kokko, H.","when density dependence is not instantaneous: theoretical developments and management implications",2008,"Ecology Letters","An_D_primary"
"37170","Gu, X.-Z., Zhang, G.-Y., Chen, L., Dai, R.-L., Yu, Y.-C.","persistence and dissipation of synthetic pyrethroid pesticides in red soils from the yangtze river delta area",2008,"Environmental Geochemistry and Health","An_D_primary"
"37171","Gallizzi, K., Gern, L., Richner, H.","a flea-induced pre-hatching maternal effect modulates tick feeding behaviour on great tit nestlings",2008,"Functional Ecology","An_D_primary"
"37172","Charlier, J., Laikre, L., Ryman, N.","genetic structure and evidence of a local bottleneck in moose in sweden",2008,"Journal of Wildlife Management","An_D_primary"
"37176","Brisson, D., Dykhuizen, D.E., Ostfeld, R.S.","conspicuous impacts of inconspicuous hosts on the lyme disease epidemic",2008,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"37181","Paterson, B., Brown, C.J., Stuart-Hill, G., Winschiers, H., Underhill, L.G., Dunne, T.T., Schinzel, B., Beytell, B., Demas, F., Lindeque, P., Weaver, C.","a knowledge-based approach to wildlife management",2008,"African Journal of Wildlife Research","An_D_primary"
"37182","Donato, D., Ricci, P.F., Noller, B., Moore, M., Possingham, H., Nichols, O.","the protection of wildlife from mortality: hypothesis and results for risk assessment",2008,"Environment International","An_D_primary"
"37196","Bergmann, P., Ross, P.","developing guidelines for joint trans-boundary resource agency input to dispersant use, in-situ burning, and places of refuge decision-making: the canada/united states dixon entrance example",2008,"International Oil Spill Conference - IOSC 2008, Proceedings","An_D_primary"
"37197","McClellan, M.H.","adaptive management of young stands on the tongass national forest",2008,"USDA Forest Service - General Technical Report PNW-GTR","An_D_primary"
"37203","McNutt, J.W., Parker, M.N., Swarner, M.J., Gusset, M.","adoption as a conservation tool for endangered african wild dogs (lycaon pictus)",2008,"African Journal of Wildlife Research","An_D_primary"
"37209","Christman, M.C.","statistical modeling of observational data with spatial dependencies",2008,"Journal of Wildlife Management","An_D_primary"
"37211","Bowden, C.G.R., Smith, K.W., Bekkay, M.E., Oubrou, W., Aghnaj, A., Jimenez-Armesto, M.","contribution of research to conservation action for the northern bald ibis geronticus eremita in morocco",2008,"Bird Conservation International","An_D_primary"
"37212","Fenberg, P.B., Roy, K.","ecological and evolutionary consequences of size-selective harvesting: how much do we know?",2008,"Molecular Ecology","An_D_primary"
"37219","Doherty, K.E., Naugle, D.E., Walker, B.L., Graham, J.M.","greater sage-grouse winter habitat selection and energy development",2008,"Journal of Wildlife Management","An_D_primary"
"37258","Cooper, C.B., Dickinson, J., Phillips, T., Bonney, R.","citizen science as a tool for conservation in residential ecosystems",2007,"Ecology and Society","An_D_primary"
"37271","Petrakis, P.V., Legakis, A.","the role of predation in shaping biological communities, with particular emphasis to insects",2007,"Predation in Organisms: A Distinct Phenomenon","An_D_primary"
"37282","Chiron, F., Julliard, R.","responses of songbirds to magpie reduction in an urban habitat",2007,"Journal of Wildlife Management","An_D_primary"
"37286","Chakona, A., Marshall, B., Brendonck, L.","the effect of fish predation on benthic macroinvertebrates in a seasonal stream in north-western zimbabwe",2007,"African Journal of Aquatic Science","An_D_primary"
"37299","Frazier, J.","sustainable use of wildlife: the view from archaeozoology",2007,"Journal for Nature Conservation","An_D_primary"
"37302","Kiringe, J.W., Okello, M.M., Ekajul, S.W.","managers' perceptions of threats to the protected areas of kenya: prioritization for effective management",2007,"ORYX","An_D_primary"
"37307","Glennon, M.J., Porter, W.F.","impacts of land-use management on small mammals in the adirondack park, new york",2007,"Northeastern Naturalist","An_D_primary"
"37313","Hammill, M.O., Lesage, V., Richard, P., Hall, P.","a response to 'sentient beings and wildlife resources: inuit, beluga whales and management regimes in the canadian arctic'",2007,"Human Ecology","An_D_primary"
"37321","Campbell, S.P., Witham, J.W., Hunter Jr., M.L.","long-term effects of group-selection timber harvesting on abundance of forest birds",2007,"Conservation Biology","An_D_primary"
"37340","Chalfoun, A.D., Martin, T.E.","assessments of habitat preferences and quality depend on spatial scale and metrics of fitness",2007,"Journal of Applied Ecology","An_D_primary"
"37345","La Mantia, T., Giaimi, G., Veca, D.S.L.M., Pasta, S.","the role of traditional erica arborea l. management practices in maintaining northeastern sicily's cultural landscape",2007,"Forest Ecology and Management","An_D_primary"
"37346","Poe, S., Goheen, J.R., Hulebak, E.P.","convergent exaptation and adaptation in solitary island lizards",2007,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"37360","Davies, K.W., Bates, J.D., Miller, R.F.","short-term effects of burning wyoming big sagebrush steppe in southeast oregon",2007,"Rangeland Ecology and Management","An_D_primary"
"37362","Mccleery, R.A., Lopez, R.R., Silvy, N.J.","transferring research to endangered species management",2007,"Journal of Wildlife Management","An_D_primary"
"37363","Mandrillon, A.-L., Saglio, P.","effects of embryonic exposure to conspecific chemical cues on hatching and larval traits in the common frog (rana temporaria)",2007,"Chemoecology","An_D_primary"
"37372","Gray, T.N.E., Chamnan, H., Borey, R., Collar, N.J., Dolman, P.M.","habitat preferences of a globally threatened bustard provide support for community-based conservation in cambodia",2007,"Biological Conservation","An_D_primary"
"37385","Fini, J.-B., Le Mevel, S., Turque, N., Palmier, K., Zalko, D., Cravedi, J.-P., Demeneix, B.A.","an in vivo multiwell-based fluorescent screen for monitoring vertebrate thyroid hormone disruption",2007,"Environmental Science and Technology","An_D_primary"
"37389","Erdos, S., Szép, T., Báldi, A., Nagy, K.","the effects of farmland composition and heterogeneity on the density of three farmland bird species in hungary | mezogazdasági területek felszínborítá sának és tájszerkezetének hatása három madárfaj gyakoriságára",2007,"Journal of Landscape Ecology","An_D_primary"
"37390","Nadeau, N.J., Burke, T., Mundy, N.I.","evolution of an avian pigmentation gene correlates with a measure of sexual selection",2007,"Proceedings of the Royal Society B: Biological Sciences","An_D_primary"
"37399","Benson, T.J., Dinsmore, J.J., Hohman, W.L.","responses of plants and arthropods to burning and disking of riparian habitats",2007,"Journal of Wildlife Management","An_D_primary"
"37405","Fuller, J.A., Garrott, R.A., White, P.J.","emigration and density dependence in yellowstone bison",2007,"Journal of Wildlife Management","An_D_primary"
