"","Authors","Title","Year","Source","grp"
"39937","O'Connor, R.J., Walls, T.E., Hughes, R.M.","using multiple taxonomic groups to index the ecological condition of lakes",2000,"Environmental Monitoring and Assessment","A_An_primary"
"39938","Lambrechts, M.M., Perret, P.","a long photoperiod overrides non-photoperiodic factors in blue tits' timing of reproduction",2000,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"39959","Clevenger, A.P., Waltho, N.","factors influencing the effectiveness of wildlife underpasses in banff national park, alberta, canada",2000,"Conservation Biology","A_An_primary"
"39960","Peres, C.A.","effects of subsistence hunting on vertebrate community structure in amazonian forests",2000,"Conservation Biology","A_An_primary"
"39974","Nichol, L.","bodger and badger: green livelihoods in the countryside",2000,"Ecos","A_An_primary"
"39981","Kazmierow, B.J., Hickling, G.J., Booth, K.L.","ecological and human dimensions of tourism?related wildlife disturbance: white herons at waitangiroto, new zealand",2000,"Human Dimensions of Wildlife","A_An_primary"
"39982","Gigliotti, L., Decker, D.J., Carpenter, L.H.","developing the wildlife stakeholder acceptance capacity concept: research needed",2000,"Human Dimensions of Wildlife","A_An_primary"
"39993","Woinarski, J.C.Z., Brock, C., Armstrong, M., Hempel, C., Cheal, D., Brennan, K.","bird distribution in riparian vegetation in the extensive natural landscape of australia's tropical savanna: a broad-scale survey and analysis of a distributional data base",2000,"Journal of Biogeography","A_An_primary"
"39996","Burger, J., Gochfeld, M.","effects of lead on birds (laridae): a review of laboratory and field studies",2000,"Journal of Toxicology and Environmental Health - Part B: Critical Reviews","A_An_primary"
"40013","Havens, K.E., Aumen, N.G.","hypothesis-driven experimental research is necessary for natural resource management",2000,"Environmental Management","A_An_primary"
"40016","MacNally, R., Soderquist, T.R., Tzaros, C.","the conservation value of mesic gullies in dry forest landscapes: avian assemblages in the box-ironbark ecosystem of southern australia",2000,"Biological Conservation","A_An_primary"
"40017","Delmas, F., Villaescusa, I., Croute, F., Soleilhavoup, J.P., Murat, J.C.","a biological method for the calculation of a safety index for monitoring sludge discharge",2000,"Fresenius Environmental Bulletin","A_An_primary"
"40025","Pearson, S.F., Rohwer, S.","asymmetries in male aggression across an avian hybrid zone",2000,"Behavioral Ecology","A_An_primary"
"40028","Gascon, C., Lovejoy, T.E., Bierregaard Jr., R.O., Malcolm, J.R., Stouffer, P.C., Vasconcelos, H.L., Laurance, W.F., Zimmerman, B., Tocher, M., Borges, S.","matrix habitat and species richness in tropical forest remnants",1999,"Biological Conservation","A_An_primary"
"40029","Potvin, F., Courtois, R., Bélanger, L.","short-term response of wildlife to clear-cutting in quebec boreal forest: multiscale effects and management implications",1999,"Canadian Journal of Forest Research","A_An_primary"
"40037","Zavaleta, E.","the emergence of waterfowl conservation among yup'ik hunters in the yukon-kuskokwim delta, alaska",1999,"Human Ecology","A_An_primary"
"40040","Gerber, L.R., Wooster, W.S., DeMaster, D.P., VanBlaricom, G.R.","marine mammals: new objectives in u.s. fishery management",1999,"Reviews in Fisheries Science","A_An_primary"
"40042","Spurr, E.B., Drew, K.W.","invertebrates feeding on baits used for vertebrate pest control in new zealand",1999,"New Zealand Journal of Ecology","A_An_primary"
"40051","Hartley, L., O'Connor, C., Waas, J., Matthews, L.","colour preferences in north island robins (petroica australis): implications for deterring birds from poisonous baits",1999,"New Zealand Journal of Ecology","A_An_primary"
"40056","Reddy, A.P., Spitsbergen, J.M., Mathews, C., Hendricks, J.D., Bailey, G.S.","experimental hepatic tumorigenicity by environmental hydrocarbon dibenzo[a,l]pyrene",1999,"Journal of Environmental Pathology, Toxicology and Oncology","A_An_primary"
"40062","Hebert, C.E., Norstrom, R.J., Weseloh, D.V.C.","a quarter century of environmental surveillance: the canadian wildlife service's great lakes herring gull monitoring program",1999,"Environmental Reviews","A_An_primary"
"40073","Morris Jr., J.G.","harmful algal blooms: an emerging public health problem with possible links to human stress on the environment",1999,"Annual Review of Energy and the Environment","A_An_primary"
"40079","Collins, S.A.","is female preference for male repertoires due to sensory bias?",1999,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"40091","Baker, D.L., Andelt, W.F., Burnham, K.P., Shepperd, W.D.","effectiveness of hot sauce® and deer away® repellents for deterring elk browsing of aspen sprouts",1999,"Journal of Wildlife Management","A_An_primary"
"40095","Miller, M.R., Newton, W.E.","population energetics of northern pintails wintering in the sacramento valley, california",1999,"Journal of Wildlife Management","A_An_primary"
"40097","Roffe, T.J., Rhyan, J.C., Aune, K., Philo, L.M., Ewalt, D.R., Gidlewski, T., Hennager, S.G.","brucellosis in yellowstone national park bison: quantitative serology and infection",1999,"Journal of Wildlife Management","A_An_primary"
"40114","Ternent, M.A., Garshelis, D.L.","taste-aversion conditioning to reduce nuisance activity by black bears in a minnesota military reservation",1999,"Wildlife Society Bulletin","A_An_primary"
"40115","Knowlton, F.F., Gese, E.M., Jaeger, M.M.","coyote depredation control: an interface between biology and management",1999,"Journal of Range Management","A_An_primary"
"40122","Smits, J.E., Bortolotti, G.R., Tella, J.L.","simplifying the phytohaemagglutinin skin-testing technique in studies of avian immunocompetence",1999,"Functional Ecology","A_An_primary"
"40131","Kench, P.S.","geomorphology of australian estuaries: review and prospect",1999,"Austral Ecology","A_An_primary"
"40142","Mumme, R.L., Below, T.H.","evaluation of translocation for the threatened florida scrub-jay",1999,"Journal of Wildlife Management","A_An_primary"
"40152","Carey, A.B., Lippke, B.R., Sessions, J.","intentional systems management: managing forests for biodiversity",1999,"Journal of Sustainable Forestry","A_An_primary"
"40153","Mason, C.F., Macdonald, S.M.","winter bird numbers and land-use preferences in an arable landscape in eastern england",1999,"Bird Conservation International","A_An_primary"
"40156","Peet, N.B., Watkinson, A.R., Bell, D.J., Sharma, U.R.","the conservation management of imperata cylindrica grassland in nepal with fire and cutting: an experimental approach",1999,"Journal of Applied Ecology","A_An_primary"
"40162","Phelps, J.P., Lancia, R.A.","effects of a clearcut on the herpetofauna of a south carolina bottomland swamp",1999,"NCASI Technical Bulletin","A_An_primary"
"40164","Tappe, P.A., Thill, R.E., Melchiors, M.A., Wigley, T.B.","wildlife values of streamside management zones in the ouachita mountains, arkansas",1999,"NCASI Technical Bulletin","A_An_primary"
"40168","Wu, X.","strategic planning models for wildlife habitat management and environmental assessment on forest landscapes",1999,"NCASI Technical Bulletin","A_An_primary"
"40171","Richardson, D.M., Stockie, J.M.","response of a small red-cockaded woodpecker population to intensive management at noxubee national wildlife refuge",1999,"NCASI Technical Bulletin","A_An_primary"
"40176","Rogers, L.L., Lindquist, E.L.","black bears and the oak resource in northeastern minnesota",1999,"NCASI Technical Bulletin","A_An_primary"
"40177","Basili, G.D., Temple, S.A.","dickcissels and crop damage in venezuela: defining the problem with ecological models",1999,"Ecological Applications","A_An_primary"
"40184","Lundquist, J.E., Beatty, J.S.","a conceptual model for defining and assessing condition of forest stands",1999,"Environmental Management","A_An_primary"
"40195","Sparagano, O., Sage, T., Fossi, M.-C., Lari, L., Child, P., Savva, D., Depledge, M., Bamber, S., Walker, C.","induction of a putative monooxygenase of crabs (carcinus spp.) by polycyclic aromatic hydrocarbons",1999,"Biomarkers","A_An_primary"
"40201","Williams, T.D., Christians, J.K., Aiken, J.J., Evanson, M.","enhanced immune function does not depress reproductive output",1999,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"40204","Guthery, F.S.","energy-based carrying capacity for quails",1999,"Journal of Wildlife Management","A_An_primary"
"40208","Kannan, K., Kawano, M., Kashima, Y., Matsui, M., Giesy, J.P.","extractable organohalogens (eox) in sediment and biota collected at an estuarine marsh near a former chloralkali facility",1999,"Environmental Science and Technology","A_An_primary"
"40212","Lye, C.M., Frid, C.L.J., Gill, M.E., Cooper, D.W., Jones, D.M.","estrogenic alkylphenols in fish tissues, sediments, and waters from the u.k. tyne and tees estuaries",1999,"Environmental Science and Technology","A_An_primary"
"40213","Christian, R.R., Luczkovich, J.J.","organizing and understanding a winter's seagrass foodweb network through effective trophic levels",1999,"Ecological Modelling","A_An_primary"
"40241","Hayward, G.D., Henry, S.H., Ruggiero, L.F.","response of red-backed voles to recent patch curing in subalpine forest",1999,"Conservation Biology","A_An_primary"
"40246","Merendino, M.T., Mable, D.W., Ortego, J.B., Brown, D.L.","texas parks and wildlife department central coast wetland ecosystems project: a new approach at integrating nongame interests with existing game management programs",1999,"NCASI Technical Bulletin","A_An_primary"
"40253","Cosson, J.F., Ringuet, S., Claessens, O., De Massary, J.C., Dalecky, A., Villiers, J.F., Granjon, L., Pons, J.M.","ecological changes in recent land-bridge islands in french guiana, with emphasis on vertebrate communities",1999,"Biological Conservation","A_An_primary"
"40257","Clawson, R.G., Lockaby, B.G., Jones, R.H.","responses of amphibian populations to harvesting in floodplain forests of southern alabama",1999,"NCASI Technical Bulletin","A_An_primary"
"40267","Barron, M.G.","effect of cool and hot prescribed burning on breeding bird populations in the alabama piedmont",1999,"NCASI Technical Bulletin","A_An_primary"
"40281","Mitchell, L.J., Lancia, R.A., Lea, R., Gauthreaux Jr., S.A.","effects of clearcutting and natural regeneration on breeding bird communities of a baldcypress-tupelo wetland in south carolina",1999,"NCASI Technical Bulletin","A_An_primary"
"40289","Waithman, J.D., Sweitzer, R.A., Van Vuren, D., Drew, J.D., Brinkhaus, A.J., Gardner, I.A., Boyce, W.M.","range expansion, population sizes, and management of wild pigs in california",1999,"Journal of Wildlife Management","A_An_primary"
"40293","Vogiatzis, A.K., Loumbourdis, N.S.","exposure of rana ridibunda to lead. i. study of lead accumulation in various tissues and hepatic ?-aminolevulinic acid dehydratase activity",1999,"Journal of Applied Toxicology","A_An_primary"
"40298","Faaborg, J., Brittingham, M., Donovan, T., Blake, J.","habitat fragmentation in the temperature zone: a perspective for managers",1999,"NCASI Technical Bulletin","A_An_primary"
"40299","McLean, I.G., Hölzer, C., Studholme, B.J.S.","teaching predator-recognition to a naive bird: implications for management",1999,"Biological Conservation","A_An_primary"
"40300","Kuiken, T., Wobeser, G., Leighton, F.A., Haines, D.M., Chelack, B., Bogdan, J., Hassard, L., Heckert, R.A., Riva, J.","pathology of newcastle disease in double-crested cormorants from saskatchewan, with comparison of diagnostic methods",1999,"Journal of Wildlife Diseases","A_An_primary"
"40303","Vermeyen, T.B.","an overview of the design concept and hydraulic modeling of the glen canyon dam multi-level intake structure",1999,"Waterpower 1999: Hydro's Future: Technology, Markets, and Policy","A_An_primary"
"40307","Brown, T.D., Smith, D.N., Hargis, R.A., O’dowd, W.J.","mercury measurement and its control: what we know, have learned, and need to further investigate",1999,"Journal of the Air and Waste Management Association","A_An_primary"
"40310","Gustafson, E.J., Crow, T.R.","modeling the effects of forest harvesting on landscape structure and the spatial distribution of cowbird brood parasitism",1999,"NCASI Technical Bulletin","A_An_primary"
"40315","Beucler, M., Risenhoover, K.L.","impacts of strip-mining on the habitat ecology of raccoons",1999,"NCASI Technical Bulletin","A_An_primary"
"40316","Lauber, T.B., Knuth, B.A.","measuring fairness in citizen participation: a case study of moose management",1999,"Society and Natural Resources","A_An_primary"
"40318","Gilbert, J.M., Warner, B.G., Aravena, R., Davies, J.C., Brook, D.","mixing of floodwaters in a restored habitat wetland in northeastern ontario",1999,"Wetlands","A_An_primary"
"40321","Mace, B.L., Bell, P.A., Loomis, R.J.","aesthetic, affective, and cognitive effects of noise on natural landscape assessment",1999,"Society and Natural Resources","A_An_primary"
"40334","Buckingham, C.A., Lefebvre, L.W., Schaefer, J.M., Kochman, H.I.","manatee response to boating activity in a thermal refuge",1999,"Wildlife Society Bulletin","A_An_primary"
"40335","Lochmiller, R.L., Pietz, D.G., McMurry, S.T., Leslie Jr., D.M., Engle, D.M.","alterations in condition of cottontail rabbits (sylvilagus floridanus) on rangelands following brush management",1999,"NCASI Technical Bulletin","A_An_primary"
"40338","Chow, J.C., Watson, J.G., Lowenthal, D.H., Hackney, R., Magliano, K., Lehrman, D., Smith, T.","temporal variations of pm<inf>2.5</inf>, pm<inf>10</inf>, and gaseous precursors during the 1995 integrated monitoring study in central california",1999,"Journal of the Air and Waste Management Association","A_An_primary"
"40339","Székely, T., Cuthill, I.C.","brood desertion in kentish plover: the value of parental care",1999,"Behavioral Ecology","A_An_primary"
"40345","Harms, W.B.","landscape fragmentation by urbanization in the netherlands: options and ecological consequences",1999,"Journal of Environmental Sciences","A_An_primary"
"40353","Preece, D.J.","the captive management and breeding of poison-dart frogs, family dendrobatidae, at jersey wildlife preservation trust",1998,"Dodo","A_An_primary"
"40354","Phillips, M.L., Boyle, K.J., Clark, A.G.","a comparison of opinions of wildlife managers and the public on endangered species management",1998,"Wildlife Society Bulletin","A_An_primary"
"40379","Pelletier, L., Krebs, C.J.","evaluation of aerial surveys of ptarmigan lagopus species",1998,"Journal of Applied Ecology","A_An_primary"
"40380","Andersen, A.N., Braithwaite, R.W., Cook, G.D., Corbett, L.K., Williams, R.J., Douglas, M.M., Gill, A.M., Setterfield, S.A., Muller, W.J.","fire research for conservation management in tropical savannas: introducing the kapalga fire experiment",1998,"Austral Ecology","A_An_primary"
"40381","Kay, C.E.","are ecosystems structured from the top-down or bottom-up: a new look at an old debate",1998,"Wildlife Society Bulletin","A_An_primary"
"40383","Servheen, C.","conservation of small bear populations through strategic planning",1998,"Ursus","A_An_primary"
"40385","Stanturf, J.A., Schweitzer, C.J., Gardiner, E.S.","afforestation of marginal agricultural land in the lower mississippi river alluvial valley, u.s.a.",1998,"Silva Fennica","A_An_primary"
"40386","Weber, A., Hoffmann, M., Wolters, V., Kohler, W.","a habitat-suitability model for alauda arvensis based on a cellular automaton | ein habitateignungsmodell fur die feldlerche (alauda arvensis) basierend auf einem zellularen automaten",1998,"Verhandlungen der Gesellschaft fur Okologie","A_An_primary"
"40388","Brooker, M.G.","fire and birds in a western australian heathland",1998,"Emu","A_An_primary"
"40390","Bonser, S.P., Reader, R.J.","species and biomass dependence of an indirect effect of vegetation on seedling recruitment",1998,"Ecoscience","A_An_primary"
"40395","Harrison, D.J., Chapin, T.G.","extent and connectivity of habitat for wolves in eastern north america",1998,"Wildlife Society Bulletin","A_An_primary"
"40396","Nichols, R., Leiser, A.T.","biotechnical bank stabilization on the petaluma river, california",1998,"Winning solutions for risky problems. Proceedings of conference 29, Reno, 1998. (International Erosion Control Association).","A_An_primary"
"40399","Norris III, J.L., Pollock, K.H.","non-parametric mle for poisson species abundance models allowing for heterogeneity between species",1998,"Environmental and Ecological Statistics","A_An_primary"
"40402","Danell, K., Willebrand, T., Baskin, L.","mammalian herbivores in the boreal forests: their numerical fluctuations and use by man",1998,"Ecology and Society","A_An_primary"
"40404","Scott, A.","strategic planning for countryside recreation: the south wales recreation resources initiative",1998,"Regional Studies","A_An_primary"
"40407","Chazal, A.C., Niewiarowski, P.H.","responses of mole salamanders to clearcutting: using field experiments in forest management",1998,"Ecological Applications","A_An_primary"
"40416","Marshall, E., Haight, R., Homans, F.R.","incorporating environmental uncertainty into species management decisions: kirtland's warbler habitat management as a case study",1998,"Conservation Biology","A_An_primary"
"40420","Cole, E.C., McComb, W.C., Newton, M., Leeming, J.P., Chambers, C.L.","response of small mammals to clearcutting, burning, and glyphosate application in the oregon coast range",1998,"Journal of Wildlife Management","A_An_primary"
"40427","McBryde, G.","effects of range management on the lower rio grande watershed",1998,"Journal of Arid Environments","A_An_primary"
"40431","Bagine, R.K.N.","biodiversity in ramogi hill, kenya, and its evolutionary significance",1998,"African Journal of Ecology","A_An_primary"
"40440","Willms, W.D., Rode, L.M.","forage selection by cattle on fescue prairie in summer or winter",1998,"Journal of Range Management","A_An_primary"
"40441","Piersma, T., Van Aelst, R., Kurk, K., Berkhoudt, H., Maas, L.R.M.","a new pressure sensory mechanism for prey detection in birds: the use of principles of seabed dynamics?",1998,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"40445","Serfass, T.L., Brooks, R.P., Novak, J.M., Johns, P.E., Rhodes Jr., O.E.","genetic variation among populations of river otters in north america: considerations for reintroduction projects",1998,"Journal of Mammalogy","A_An_primary"
"40456","Pierce, B.L., Redente, E.F., Barbarick, K.A., Brobst, R.B., Hegeman, P.","plant biomass and elemental changes in shrubland forages following biosolids application",1998,"Journal of Environmental Quality","A_An_primary"
"40457","Van Horne, B., Sharpe, P.B.","effects of tracking by armored vehicles on townsend's ground squirrels in the orchard training area, idaho, usa",1998,"Environmental Management","A_An_primary"
"40465","Barabás, K.","environmental health criteria 198",1998,"Environmental Health Criteria","A_An_primary"
"40468","Greenwood, R.J., Pietruszewski, D.G., Crawford, R.D.","effects of food supplementation on depredation of duck nests in upland habitat",1998,"Wildlife Society Bulletin","A_An_primary"
"40477","Olkowski, A., Gooneratne, R., Eason, C.","cytochrome p450 enzyme activities in the australian brushtail possum trichosurus vulpesula: a comparison with the rat, rabbit, sheep and chicken",1998,"Veterinary and Human Toxicology","A_An_primary"
"40491","Oesterheld, M., Di Bella, C.M., Kerdiles, H.","relation between noaa-avhrr satellite data and stocking rate of rangelands",1998,"Ecological Applications","A_An_primary"
"40500","Phillips, M.L., Boyle, K.J., Clark, A.G.","are there differences between subgroups of wildlife managers? ask the right whales",1998,"Human Dimensions of Wildlife","A_An_primary"
"40504","Williamson, S.J.","origins, history, and current use of ballot initiatives in wildlife management",1998,"Human Dimensions of Wildlife","A_An_primary"
"40508","Klish, M.W., Jamieson, S.L., Jacobson, K.L., Scheidt, J.R.","mogensen meadows wetland mitigation bank: phase i",1998,"Engineering Approaches to Ecosystem Restoration","A_An_primary"
"40515","Ward, N.","sustainable ranching: a rancher's perspective",1998,"Rangelands","A_An_primary"
"40524","Larivière, S., Messier, F.","denning ecology of the striped skunk in the canadian prairies: implications for waterfowl nest predation",1998,"Journal of Applied Ecology","A_An_primary"
"40526","Avery, M.L., Kenyon, M.J., Linz, G.M., Bergman, D.L., Decker, D.G., Humphrey, J.S.","potential risk to ring-necked pheasants from application of toxic bait for blackbird control in south dakota",1998,"Journal of Wildlife Management","A_An_primary"
"40531","USDA-NAL","chesapeake bay pesticide database",1998,"Chesapeake Bay pesticide database","A_An_primary"
"40538","Lundberg, P., Howe, P.D., Dobson, S., Crookes, M.J.","environmental health criteria 190",1997,"Environmental Health Criteria","A_An_primary"
"40540","Pritsche, R.","ontogeny of cardiovascular control in amphibians",1997,"American Zoologist","A_An_primary"
"40546","Woinarski, J.C.Z., Recher, H.F.","impact and response: a review of the effects of fire on the australian avifauna",1997,"Pacific Conservation Biology","A_An_primary"
"40550","Mishra, C.","livestock depredation by large carnivores in the indian trans-himalaya: conflict perceptions and conservation prospects",1997,"Environmental Conservation","A_An_primary"
"40552","Young, T.P., Young, T.P., Okello, B.D., Kinyua, D., Palmer, T.M.","klee: a long?term multi?species herbivore exclusion experiment in laikipia, kenya",1997,"African Journal of Range and Forage Science","A_An_primary"
"40554","Evans, K.E.","research needs for forest and rangeland management in arizona and new mexico",1997,"General Technical Report - US Department of Agriculture, Forest Service","A_An_primary"
"40570","Amaranthus, M.P.","forest sustainability: an approach to definition and assessment at the landscape level",1997,"USDA Forest Service - General Technical Report PNW","A_An_primary"
"40579","Oberhauser, U.","secondary forest regeneration beneath pine (pinus kesiya) plantations in the northern thai highlands: a chronosequence study",1997,"Forest Ecology and Management","A_An_primary"
"40583","Stone, M., Reid, R.","opportunity costs of spotted owl management options for british columbia",1997,"Canadian Public Policy/Analyse de Politiques","A_An_primary"
"40595","Waller, J.S., Mace, R.D.","grizzly bear habitat selection in the swan mountains, montana",1997,"Journal of Wildlife Management","A_An_primary"
"40600","Bäumler, W.","response of sympatric mice and voles to odors of the field vole (microtus agrestis l.) | uber das verhalten sympatrischer mausearten gegenuber duftstoffen der erdmaus (microtus agrestis l.)",1997,"Anzeiger fur Schadlingskunde Pflanzenschutz Umweltschutz","A_An_primary"
"40606","Richardson, C.T., Miller, C.K.","recommendations for protecting raptors from human disturbance: a review",1997,"Wildlife Society Bulletin","A_An_primary"
"40610","Shaw, W.B., Burns, B.R.","the ecology and conservation of the endangered endemic shrub, kowhai ngutukaka clianthus puniceus in new zealand",1997,"Biological Conservation","A_An_primary"
"40615","Harris, C.A., Henttu, P., Parker, M.G., Sumpter, J.P.","the estrogenic activity of phthalate esters in vitro",1997,"Environmental Health Perspectives","A_An_primary"
"40620","Arcese, P., Sinclair, A.R.E.","the role of protected areas as ecological baselines",1997,"Journal of Wildlife Management","A_An_primary"
"40623","Bennett, M.R., Doyle, P., Glasser, N.F., Larwood, J.G.","an assessment of the 'conservation void' as a management technique for geological conservation in disused quarries",1997,"Journal of Environmental Management","A_An_primary"
"40626","Joseph, J.K., Abolaji, J.","effects of replacing maize with graded levels of cooked nigerian mango-seed kernels (mangifera indica) on the performance, carcass yield and meat quality of broiler chickens",1997,"Bioresource Technology","A_An_primary"
"40632","Baker, S.V., Fritsch, J.A.","new territory for deer management: human conflicts on the suburban frontier",1997,"Wildlife Society Bulletin","A_An_primary"
"40640","Schwartz, J.A., Warren, R.J., Henderson, D.W., Osborn, D.A., Kesler, D.J.","captive and field tests of a method for immobilization and euthanasia of urban deer",1997,"Wildlife Society Bulletin","A_An_primary"
"40650","Smith, J.P.","an energy-circuit population model for great egrets (ardea alba) at lake okeechobee, florida, u.s.a.",1997,"Ecological Modelling","A_An_primary"
"40659","Alsobayel, A., Al Abdullatif, A.A.","carcass traits of early and late feathering baladi as compared with early feathering leghorn",1997,"Arab Gulf Journal of Scientific Research","A_An_primary"
"40665","Mappes, J., Alatalo, R.V.","effects of novelty and gregariousness in survival of aposematic prey",1997,"Behavioral Ecology","A_An_primary"
"40666","O'Leske, D.L., Robel, R.J., Kemp, K.E.","sweepnet-collected invertebrate biomass from high- and low-input agricultural fields in kansas",1997,"Wildlife Society Bulletin","A_An_primary"
"40670","Williams, P., Biggs, J., Corfield, A., Fox, G., Walker, D., Whitfield, M.","designing new ponds for wildlife",1997,"British Wildlife","A_An_primary"
"40671","Kellison, R.C., Young, M.J.","the bottomland hardwood forest of the southern united states",1997,"Forest Ecology and Management","A_An_primary"
"40672","Lloyd, R.D., Miller, S.C., Taylor, G.N., Bruenger, F.W., Angus, W., Jee, W.S.S.","comparison of internal emitter radiobiology in animals and humans",1997,"Health Physics","A_An_primary"
"40678","Burger, J., Shukla, T., Benson, T., Gochfeld, M.","lead levels in exposed herring gulls: differences in the field and laboratory",1997,"Toxicology and Industrial Health","A_An_primary"
"40680","Pyrovetsi, M.","profile: integrated management to create new breeding habitat for dalmatian pelicans (pelecanus crispus) in greece",1997,"Environmental Management","A_An_primary"
"40683","Briggs, K.T., Gershwin, M.E., Anderson, D.W.","consequences of petrochemical ingestion and stress on the immune system of seabirds",1997,"ICES Journal of Marine Science","A_An_primary"
"40689","Parrotta, J.A., Turnbull, J.W., Jones, N.","catalyzing native forest regeneration on degraded tropical lands",1997,"Forest Ecology and Management","A_An_primary"
"40692","Edwards, G.P., Piddington, K.C., Paltridge, R.M.","field evaluation of olfactory lures for feral cats (felis catus l.) in central australia",1997,"Wildlife Research","A_An_primary"
"40694","Smith, H., Mccallum, K., Macdonald, D.W.","experimental comparison of the nature conservation value, productivity and ease of management of a conventional and a more species-rich grass ley",1997,"Journal of Applied Ecology","A_An_primary"
"40696","Ryan, C.J., Hickling, G.J., Wilson, K.-J.","breeding habitat preferences of the new zealand fur seal (arctocephalus forsteri) on banks peninsula",1997,"Wildlife Research","A_An_primary"
"40706","Date, E.M., Recher, H.F., Ford, H.A., Stewart, D.A.","the conservation and ecology of rainforest pigeons in northeastern new south wales",1996,"Pacific Conservation Biology","A_An_primary"
"40712","[No author name available]","managing for biodiversity: emerging ideas for the electric utility industry. conference held in williamsburg, virginia, march 1996",1996,"Environmental Management","A_An_primary"
"40714","Rundle, G.E.","history of conservation reserves in the south-west of western australia",1996,"Journal of the Royal Society of Western Australia","A_An_primary"
"40716","Shear, H.","the development and use of indicators to assess the state of ecosystem health in the great lakes",1996,"Ecosystem Health","A_An_primary"
"40720","Simenstad, C.A., Thom, R.M.","functional equivalency trajectories of the restored gog-le-hi-te estuarine wetland",1996,"Ecological Applications","A_An_primary"
"40722","Mccarthy, J., Moor, Y.R.","bird hunting in krangkeng, west java: linking conservation and development",1996,"Journal of Environment and Development","A_An_primary"
"40725","Smith, A.P., Quin, D.G.","patterns and causes of extinction and decline in australian conilurine rodents",1996,"Biological Conservation","A_An_primary"
"40726","Krätke, R., Kirschbaum, F.","effects of the antiepileptic drug valproic acid on the development of the axolotl (ambystoma mexicanum): histological investigations",1996,"Teratogenesis Carcinogenesis and Mutagenesis","A_An_primary"
"40731","Hobbs, N.T., Baker, D.L., Bear, G.D., Bowden, D.C.","ungulate grazing in sagebrush grassland: mechanisms of resource competition",1996,"Ecological Applications","A_An_primary"
"40735","Kato, T.","views of ""indonesia"": changing conceptualizations of administrative space in the late colonial period and the new order",1996,"Southeast Asian Studies","A_An_primary"
"40739","Travaini, A., Laffitte, R., Delibes, M.","determining the relative abundance of european red foxes by scent- station methodology",1996,"Wildlife Society Bulletin","A_An_primary"
"40744","Haney, A., Power, R.L.","adaptive management for sound ecosystem management",1996,"Environmental Management","A_An_primary"
"40751","Atlegrim, O., Sjöberg, K.","effects of clear-cutting and single-tree selection harvests on herbivorous insect larvae feeding on bilberry (vaccinium myrtillus) in uneven-aged boreal picea abies forests",1996,"Forest Ecology and Management","A_An_primary"
"40763","Kreuter, U.P., Rowan, R.C., Conner, J.R., Stuth, J.W., Hamilton, W.T.","decision support software for estimating the economic efficiency of grazingland production",1996,"Journal of Range Management","A_An_primary"
"40775","Sitters, H.P., Fuller, R.J., Hoblyn, R.A., Wright, M.T., Cowie, N., Bowden, C.G.R.","the woodlark lullula arborea in britain: population trends, distribution and habitat occupancy",1996,"Bird Study","A_An_primary"
"40784","Arnold, S.F., Robinson, M.K., Notides, A.C., Guillette Jr., L.J., McLachan, J.A.","a yeast estrogen screen for examining the relative exposure of cells to natural and xenoestrogens",1996,"Environmental Health Perspectives","A_An_primary"
"40793","Masters, R.E., Wilson, C.W., Bukenhofer, G.A., Payton, M.E.","effects of pine-grassland restoration for red-cockaded woodpeckers on white-tailed deer forage production",1996,"Wildlife Society Bulletin","A_An_primary"
"40798","Gori, D.F., Rohwer, S., Caselle, J.","accepting unrelated broods helps replacement male yellow-headed blackbirds attract mates",1996,"Behavioral Ecology","A_An_primary"
"40808","Buckland, S.T., Ahmadi, S., Staines, B.W., Gordon, I.J., Youngson, R.W.","estimating the minimum population size that allows a given annual number of mature red deer stags to be culled sustainably",1996,"Journal of Applied Ecology","A_An_primary"
"40809","McCarthy, M.A.","red kangaroo (macropus rufus) dynamics: effects of rainfall, density dependence, harvesting and environmental stochasticity",1996,"Journal of Applied Ecology","A_An_primary"
"40810","Colomina, M.T., Domingo, J.L., Llobet, J.M., Corbella, J.","effect of day of exposure on the developmental toxicity of manganese in mice",1996,"Veterinary and Human Toxicology","A_An_primary"
"40817","Casagrande, D.G.","a value based policy approach: the case of an urban salt marsh restoration",1996,"Coastal Management","A_An_primary"
"40822","Belsky, A.J.","viewpoint: western juniper expansion: is it a threat to arid northwestern ecosystems?",1996,"Journal of Range Management","A_An_primary"
"40828","Weber, L.M., Haig, S.M.","shorebird use of south carolina managed and natural coastal wetlands",1996,"Journal of Wildlife Management","A_An_primary"
"40830","Peterken, G.F.","natural woodland: ecology and conservation in northern temperate regions",1996,"Natural woodland: ecology and conservation in northern temperate regions","A_An_primary"
"40833","Bennett, J., Gillespie, R., Powell, R., Chalmers, L.","the economic value and regional economic impact of national parks",1996,"Australian Journal of Environmental Management","A_An_primary"
"40846","Sumpter, J.P., Jobling, S.","vitellogenesis as a biomarker for estrogenic contamination of the aquatic environment",1995,"Environmental Health Perspectives","A_An_primary"
"40847","[No author name available]","endocrinology of arctic birds and mammals",1995,"American Zoologist","A_An_primary"
"40851","Hemley, G.","cites: how useful a tool for wildlife conservation?",1995,"Wildlife Society Bulletin","A_An_primary"
