"","Authors","Title","Year","Source","grp"
"35653","Anjos, L.D., Holt, R.D., Robinson, S.","position in the distributional range and sensitivity to forest fragmentation in birds: a case history from the atlantic forest, brazil",2010,"Bird Conservation International","A_T_primary"
"35659","Knott, J., Gilbert, J., Hoccom, D.G., Green, R.E.","implications for wildlife and humans of dietary exposure to lead from fragments of lead rifle bullets in deer shot in the uk",2010,"Science of the Total Environment","A_T_primary"
"35663","Betts, M.G., Hagar, J.C., Rivers, J.W., Alexander, J.D., McGarigal, K., McComb, B.C.","thresholds in forest bird occurrence as a function of the amount of early-seral broadleaf forest at landscape scales",2010,"Ecological Applications","A_T_primary"
"35679","Zhang, Y., Majumdar, I., Schelhas, J.","changes in woodland use from longleaf pine to loblolly pine",2010,"Sustainability","A_T_primary"
"35681","Hunter, M.E., Auil-Gomez, N.E., Tucker, K.P., Bonde, R.K., Powell, J., McGuire, P.M.","low genetic variation and evidence of limited dispersal in the regionally important belize manatee",2010,"Animal Conservation","A_T_primary"
"35683","Shanmuganathan, T., Pallister, J., Doody, S., McCallum, H., Robinson, T., Sheppard, A., Hardy, C., Halliday, D., Venables, D., Voysey, R., Strive, T., Hinds, L., Hyatt, A.","biological control of the cane toad in australia: a review",2010,"Animal Conservation","A_T_primary"
"35687","Jones, P.D., Strickland, B.K., Demarais, S., Rude, B.J., Edwards, S.L., Muir, J.P.","soils and forage quality as predictors of white-tailed deer odocoileus virginianus morphometrics",2010,"Wildlife Biology","A_T_primary"
"35693","Ogunlaja, O., Ogunlaja, A.","toxicological impact of water sources within a nigerian petroleum refinery community on albino mice",2010,"Proceedings of the 2nd IASTED International Conference on Environmental Management and Engineering, EME 2010","A_T_primary"
"35694","Offenberg, J., Wiwatwitaya, D.","sustainable weaver ant (oecophylla smaragdina) farming: harvest yields and effects on worker ant density",2010,"Asian Myrmecology","A_T_primary"
"35699","Redolfi De Zan, L., Battisti, C., Carpaneto, G.M.","effect of spring water stress induced by fishery farming on two duck species anas platyrhynchos l. and anas crecca l. in a mediterranean wetland",2010,"Polish Journal of Ecology","A_T_primary"
"35708","Krams, I., Cirule, D., Krama, T., Hukkanen, M., Rytkönen, S., Grell, M., Lezhova, T., Rantala, M.J., Tummeleht, L.","effects of forest management on haematological parameters, blood parasites, and reproductive success of the siberian tit (poecile cinctus) in northern finland",2010,"Annales Zoologici Fennici","A_T_primary"
"35710","Indermuehle, N., Angélibert, S., Rosset, V., Oertli, B.","the pond biodiversity index ""ibem"": a new tool for the rapid assessment of biodiversity in ponds from switzerland. part 2. method description and examples of application",2010,"Limnetica","A_T_primary"
"35724","Hardiman, N., Burgin, S.","recreational impacts on the fauna of australian coastal marine ecosystems",2010,"Journal of Environmental Management","A_T_primary"
"35731","Smith, K., Scarr, M., Scarpaci, C.","grey nurse shark (carcharias taurus) diving tourism: tourist compliance and shark behaviour at fish rock, australia",2010,"Environmental Management","A_T_primary"
"35738","Lal, A., Arthur, R., Marbà, N., Lill, A.W.T., Alcoverro, T.","implications of conserving an ecosystem modifier: increasing green turtle (chelonia mydas) densities substantially alters seagrass meadows",2010,"Biological Conservation","A_T_primary"
"35742","Schwartz, C.C., Cain, S.L., Podruzny, S., Cherry, S., Frattaroli, L.","contrasting activity patterns of sympatric and allopatric black and grizzly bears",2010,"Journal of Wildlife Management","A_T_primary"
"35753","Davey, C., Vickery, J., Boatman, N., Chamberlain, D., Parry, H., Siriwardena, G.","regional variation in the efficacy of entry level stewardship in england",2010,"Agriculture, Ecosystems and Environment","A_T_primary"
"35758","Pikula, J., Bandouchova, H., Hilscherova, K., Paskova, V., Sedlackova, J., Adamovsky, O., Knotkova, Z., Lany, P., Machat, J., Marsalek, B., Novotny, L., Pohanka, M., Vitula, F.","combined exposure to cyanobacterial biomass, lead and the newcastle virus enhances avian toxicity",2010,"Science of the Total Environment","A_T_primary"
"35767","Root-Bernstein, M., Ladle, R.J.","conservation by design",2010,"Conservation Biology","A_T_primary"
"35769","Dunn, J.C., Hamer, K.C., Benton, T.G.","fear for the family has negative consequences: indirect effects of nest predators on chick growth in a farmland bird",2010,"Journal of Applied Ecology","A_T_primary"
"35788","Kangas, K., Luoto, M., Ihantola, A., Tomppo And, E., Siikamäki, P.","recreation-induced changes in boreal bird communities in protected areas",2010,"Ecological Applications","A_T_primary"
"35790","Sleep, D.J.H., Loehle, C.","validation of a demographic model for woodland caribou",2010,"Journal of Wildlife Management","A_T_primary"
"35797","Lavelle, M.J., Fischer, J.W., Hygnstrom, S.E., White, J.J., Hildreth, A.M., Phillips, G.E., Vercauteren, K.C.","response of deer to containment by a poly-mesh fence for mitigating disease outbreaks",2010,"Journal of Wildlife Management","A_T_primary"
"35800","Garcia-Del-Rey, E., Otto, R., Fernández-Palacios, J.M., Muñoz, P.G., Gil, L.","effects of wildfire on endemic breeding birds in a pinus canariensis forest of tenerife, canary islands",2010,"Ecoscience","A_T_primary"
"35803","Mech, L.D.","considerations for developing wolf harvesting regulations in the contiguous united states",2010,"Journal of Wildlife Management","A_T_primary"
"35807","He, S., Liang, X.-F., Li, R.-Q., Li, G.-G., Wang, L., Shen, D.","molecular characterization of heat shock protein 70 genes in the liver of three warm freshwater fishes with differential tolerance to microcystin-lr",2010,"Journal of Biochemical and Molecular Toxicology","A_T_primary"
"35808","Kerchner, C., Honzák, M., Kemkes, R., Richardson, A., Townsend, J., Rimmer, C.C.","designing spatially explicit incentive programs for habitat conservation: a case study of the bicknell's thrush wintering grounds",2010,"Ecological Economics","A_T_primary"
"35809","Smith, W.H., Rissler, L.J.","quantifying disturbance in terrestrial communities: abundance-biomass comparisons of herpetofauna closely track forest succession",2010,"Restoration Ecology","A_T_primary"
"35810","Driscoll, D.A., Lindenmayer, D.B., Bennett, A.F., Bode, M., Bradstock, R.A., Cary, G.J., Clarke, M.F., Dexter, N., Fensham, R., Friend, G., Gill, M., James, S., Kay, G., Keith, D.A., MacGregor, C., Russell-Smith, J., Salt, D., Watson James E.M., J.E.M., Williams Richard J., R.J., York, A.","fire management for biodiversity conservation: key research questions and our capacity to answer them",2010,"Biological Conservation","A_T_primary"
"35811","Atamian, M.T., Sedinger, J.S., Heaton, J.S., Blomberg, E.J.","landscape-level assessment of brood rearing habitat for greater sage-grouse in nevada",2010,"Journal of Wildlife Management","A_T_primary"
"35815","Harwell, M.A., Gentile, J.H., Cummins, K.W., Highsmith, R.C., Hilborn, R., McRoy, C.P., Parrish, J., Weingartner, T.","a conceptual model of natural and anthropogenic drivers and their influence on the prince william sound, alaska, ecosystem",2010,"Human and Ecological Risk Assessment","A_T_primary"
"35820","French, J.S.","important considerations regarding ocean and ecosystem dynamics in assessing environmental risks from various oil spill counter measures",2010,"Proceedings of the 33rd AMOP Technical Seminar on Environmental Contamination and Response","A_T_primary"
"35823","Kabbes, K.C., Windhager, S.","sustainable site initiative - protecting and restoring site ecosystem services",2010,"World Environmental and Water Resources Congress 2010: Challenges of Change - Proceedings of the World Environmental and Water Resources Congress 2010","A_T_primary"
"35824","Brumbelow, K., Aryasomayaula, A.K., Bourne, S.F., Tidwell, A.C.","multi-objective planning for ice road routes on alaska's north slope: algorithms and technology development",2010,"World Environmental and Water Resources Congress 2010: Challenges of Change - Proceedings of the World Environmental and Water Resources Congress 2010","A_T_primary"
"35834","Werner, S.J., Linz, G.M., Tupper, S.K., Carlson, J.C.","laboratory efficacy of chemical repellents for reducing blackbird damage in rice and sunflower crops",2010,"Journal of Wildlife Management","A_T_primary"
"35838","Tomback, D.F., Achuff, P.","blister rust and western forest biodiversity: ecology, values and outlook for white pines",2010,"Forest Pathology","A_T_primary"
"35849","Ruggiero, L.F.","scientific independence and credibility in sociopolitical processes",2010,"Journal of Wildlife Management","A_T_primary"
"35850","Maris, V., Béchet, A.","from adaptive management to adjustive management: a pragmatic account of biodiversity values",2010,"Conservation Biology","A_T_primary"
"35851","Hughes, S.J., Santos, J., Ferreira, T., Mendes, A.","evaluating the response of biological assemblages as potential indicators for restoration measures in an intermittent mediterranean river",2010,"Environmental Management","A_T_primary"
"35853","Leonard, S., Kirkpatrick, J., Marsden-Smedley, J.","variation in the effects of vertebrate grazing on fire potential between grassland structural types",2010,"Journal of Applied Ecology","A_T_primary"
"35865","Gibbons, P., McElhinny, C., Lindenmayer, D.B.","what strategies are effective for perpetuating structures provided by old trees in harvested forests? a case study on trees with hollows in south-eastern australia",2010,"Forest Ecology and Management","A_T_primary"
"35872","Wang, F., Wang, J., Dai, J., Hu, G., Wang, J., Luo, X., Mai, B.","comparative tissue distribution, biotransformation and associated biological effects by decabromodiphenyl ethane and decabrominated diphenyl ether in male rats after a 90-day oral exposure study",2010,"Environmental Science and Technology","A_T_primary"
"35874","Taylor, B.D., Goldingay, R.L.","roads and wildlife: impacts, mitigation and implications for wildlife management in australia",2010,"Wildlife Research","A_T_primary"
"35881","Laiolo, P.","the emerging significance of bioacoustics in animal species conservation",2010,"Biological Conservation","A_T_primary"
"35897","Eggert, L.S., Powell, D.M., Ballou, J.D., Malo, A.F., Turner, A., Kumer, J., Zimmerman, C., Fleischer, R.C., Maldonado, J.E.","pedigrees and the study of the wild horse population of assateague island national seashore",2010,"Journal of Wildlife Management","A_T_primary"
"35903","Wheeler, D.C., Waller, L.A., Biek, R.","spatial analysis of feline immunodeficiency virus infection in cougars",2010,"Spatial and Spatio-temporal Epidemiology","A_T_primary"
"35905","Heleno, R., Lacerda, I., Ramos, J.A., Memmott, J.","evaluation of restoration effectiveness: community response to the removal of alien plants",2010,"Ecological Applications","A_T_primary"
"35913","Reif, J., Vermouzek, Z., Vo?íšek, P., Š?astný, K., Bej?ek, V., Flousek, J.","population changes in czech passerines are predicted by their life-history and ecological traits",2010,"Ibis","A_T_primary"
"35924","Yankovich, T.L., Vives I Batlle, J., Vives-Lynch, S., Beresford, N.A., Barnett, C.L., Beaugelin-Seiller, K., Brown, J.E., Cheng, J.-J., Copplestone, D., Heling, R., Hosseini, A., Howard, B.J., Kamboj, S., Kryshev, A.I., Nedveckaite, T., Smith, J.T., Wood, M.D.","an international model validation exercise on radionuclide transfer and doses to freshwater biota",2010,"Journal of Radiological Protection","A_T_primary"
"35932","Kloskowski, J.","fish farms as amphibian habitats: factors affecting amphibian species richness and community structure at carp ponds in poland",2010,"Environmental Conservation","A_T_primary"
"35941","Nikolov, S.C.","effects of land abandonment and changing habitat structure on avian assemblages in upland pastures of bulgaria",2010,"Bird Conservation International","A_T_primary"
"35942","Suom, C., Ginsberg, H.S., Bernick, A., Klein, C., Buckley, P.A., Salvatore, C., Lebrun, R.A.","host-seeking activity and avian host preferences of mosquitoes associated with west nile virus transmission in the northeastern u.s.a.",2010,"Journal of Vector Ecology","A_T_primary"
"35957","Polo-Cavia, N., Engstrom, T., López, P., Martín, J.","body condition does not predict immunocompetence of western pond turtles in altered versus natural habitats",2010,"Animal Conservation","A_T_primary"
"35964","Franzreb, K.E.","red-cockaded woodpecker male/female foraging differences in young forest stands",2010,"Wilson Journal of Ornithology","A_T_primary"
"35974","Powney, G.D., Grenyer, R., Orme, C.D.L., Owens, I.P.F., Meiri, S.","hot, dry and different: australian lizard richness is unlike that of mammals, amphibians and birds",2010,"Global Ecology and Biogeography","A_T_primary"
"35995","Smith, D.W., Bangs, E.E., Oakleaf, J.K., Mack, C., Fontaine, J., Boyd, D., Jimenez, M., Pletscher, D.H., Niemeyer, C.C., Meier, T.J., Stahler, D.R., Holyan, J., Asher, V.J., Murray, D.L.","survival of colonizing wolves in the northern rocky mountains of the united states, 1982-2004",2010,"Journal of Wildlife Management","A_T_primary"
"36001","Hong, S.-K., Koh, C.-H., Harris, R.R., Kim, J.-E., Lee, J.-S., Ihm, B.-S.","land use in korean tidal wetlands: impacts and management strategies",2010,"Environmental Management","A_T_primary"
"36005","Hanas, J.S., Briggs, G.B., Lerner, M.R., Lightfoot, S.A., Larabee, J.L., Karsies, T.J., Epstein, R.B., Hanas, R.J., Brackett, D.J., Hocker, J.R.","systemic molecular and cellular changes induced in rats upon inhalation of jp-8 petroleum fuel vapor",2010,"Toxicology Mechanisms and Methods","A_T_primary"
"36011","Lipsey, M.K., Hockey, P.A.R.","do ecological networks in south african commercial forests benefit grassland birds? a case study of a pine plantation in kwazulu-natal",2010,"Agriculture, Ecosystems and Environment","A_T_primary"
"36016","McWethy, D.B., Hansen, A.J., Verschuyl, J.P.","bird response to disturbance varies with forest productivity in the northwestern united states",2010,"Landscape Ecology","A_T_primary"
"36028","Langlois, V.S., Carew, A.C., Pauli, B.D., Wade, M.G., Cooke, G.M., Trudeau, V.L.","low levels of the herbicide atrazine alter sex ratios and reduce metamorphic success in rana pipiens tadpoles raised in outdoor mesocosms",2010,"Environmental Health Perspectives","A_T_primary"
"36030","Levin, M., Joshi, D., Draghi II, A., Gulland, F.M., Jessup, D., De Guise, S.","immunomodulatory effects upon in vitro exposure of california sea lion and southern sea otter peripheral blood leukocytes to domoic acid",2010,"Journal of Wildlife Diseases","A_T_primary"
"36034","Coburn, S., Salman, M., Rhyan, J., Keefe, T., McCollum, M., Aune, K., Spraker, T., Miller, L.","comparison of endocrine response to stress between captive-raised and wild-caught bighorn sheep",2010,"Journal of Wildlife Management","A_T_primary"
"36035","Jones, P.D., Burger Jr., L.W., Demarais, S.","habitat value of intensively established pine plantations for northern bobwhite",2010,"Journal of Wildlife Management","A_T_primary"
"36055","Dietrich, S., Dammel, S., Ploessl, F., Bracher, F., Laforsch, C.","effects of a pharmaceutical mixture at environmentally relevant concentrations on the amphipod gammarus fossarum",2010,"Marine and Freshwater Research","A_T_primary"
"36058","Ens, E.-J., Cooke, P., Nadjamerrek, R., Namundja, S., Garlngarr, V., Yibarbuk, D.","combining aboriginal and non-aboriginal knowledge to assess and manage feral water buffalo impacts on perennial freshwater springs of the aboriginal-owned arnhem plateau, australia",2010,"Environmental Management","A_T_primary"
"36063","Šálek, M., Hendrychová, M., ?eho?, M.","breeding habitat of sparrowhawks, accipiter nisus on spoil heaps after coal mining",2010,"Acta Oecologica","A_T_primary"
"36075","Radwan, J., Biedrzycka, A., Babik, W.","does reduced mhc diversity decrease viability of vertebrate populations?",2010,"Biological Conservation","A_T_primary"
"36087","Dunn, B.H., Smart, A.J., Gates, R.N., Johnson, P.S., Beutler, M.K., Diersen, M.A., Janssen, L.L.","long-term production and profitability from grazing cattle in the northern mixed grass prairie",2010,"Rangeland Ecology and Management","A_T_primary"
"36096","Wam, H.K.","economists, time to team up with the ecologists!",2010,"Ecological Economics","A_T_primary"
"36100","Justo-Hanani, R., Dayan, T., Tal, A.","the role of regulatory decision-making on non-indigenous species introductions",2010,"Biological Invasions","A_T_primary"
"36103","Farris, K.L., Zack, S., Amacher, A.J., Pierson, J.C.","microhabitat selection of bark-foraging birds in response to fire and fire surrogate treatments",2010,"Forest Science","A_T_primary"
"36105","Khadka, D., Nepal, S.K.","local responses to participatory conservation in annapurna conservation area, nepal",2010,"Environmental Management","A_T_primary"
"36107","Larsen, S., Sorace, A., Mancini, L.","riparian bird communities as indicators of human impacts along mediterranean streams",2010,"Environmental Management","A_T_primary"
"36114","Gaines, W., Haggard, M., Begley, J., Lehmkuhl, J., Lyons, A.","short-term effects of thinning and burning restoration treatments on avian community composition, density, and nest survival in the eastern cascades dry forests, washington",2010,"Forest Science","A_T_primary"
"36115","McIver, J.D., Weatherspoon, C.P.","on conducting a multisite, multidisciplinary forestry research project: lessons from the national fire and fire surrogate study",2010,"Forest Science","A_T_primary"
"36116","Alder, D., Marsden, S.","characteristics of feeding-site selection by breeding green woodpeckers picus viridis in a uk agricultural landscape",2010,"Bird Study","A_T_primary"
"36126","Hingston, A.B., Grove, S.","from clearfell coupe to old-growth forest: succession of bird assemblages in tasmanian lowland wet eucalypt forests",2010,"Forest Ecology and Management","A_T_primary"
"36127","Guariguata, M.R., García-Fernández, C., Sheil, D., Nasi, R., Herrero-Jáuregui, C., Cronkleton, P., Ingram, V.","compatibility of timber and non-timber forest product management in natural tropical forests: perspectives, challenges, and opportunities",2010,"Forest Ecology and Management","A_T_primary"
"36142","Cano, P.D., Leynaud, G.C.","effects of fire and cattle grazing on amphibians and lizards in northeastern argentina (humid chaco)",2010,"European Journal of Wildlife Research","A_T_primary"
"36146","Decker, S.E., Bath, A.J.","public versus expert opinions regarding public involvement processes used in resource and wildlife management",2010,"Conservation Letters","A_T_primary"
"36152","Negi, V.S., Maikhuri, R.K., Phondani, P.C., Rawat, L.S.","an inventory of indigenous knowledge and cultivation practices of medicinal plants in govind pashu vihar wildlife sanctuary, central himalaya, india",2010,"International Journal of Biodiversity Science, Ecosystem Services and Management","A_T_primary"
"36155","Morgado, R., Beja, P., Reino, L., Gordinho, L., Delgado, A., Borralho, R., Moreira, F.","calandra lark habitat selection: strong fragmentation effects in a grassland specialist",2010,"Acta Oecologica","A_T_primary"
"36169","Joroenson, J.C., Ver Hoef, J.M., Jorgenson, M.T.","long-term recovery patterns of arctic tundra after winter seismic exploration",2010,"Ecological Applications","A_T_primary"
"36170","Lichtenstein, G.","current challenges for addressing poverty alleviation via vicuña management in andean countries",2010,"Biodiversity","A_T_primary"
"36177","Moen, R., Rasmussen, J.M., Burdett, C.L., Pelican, K.M.","hematology, serum chemistry, and body mass of free-ranging and captive canada lynx in minnesota",2010,"Journal of Wildlife Diseases","A_T_primary"
"36188","Sonne, C.","health effects from long-range transported contaminants in arctic top predators: an integrated review based on studies of polar bears and relevant model species",2010,"Environment International","A_T_primary"
"36193","Ogden, N.H., Bouchard, C., Kurtenbach, K., Margos, G., Robbin Lindsay, L., Trudel, L., Nguon, S., Milord, F.","active and passive surveillance and phylogenetic analysis of borrelia burgdorferi elucidate the process of lyme disease risk emergence in canada",2010,"Environmental Health Perspectives","A_T_primary"
"36196","Xing, Y., Li, Z., Fan, Y., Hou, H.","biohydrogen production from dairy manures with acidification pretreatment by anaerobic fermentation",2010,"Environmental Science and Pollution Research","A_T_primary"
"36197","Armitage, J.M., Schenker, U., Scheringer, M., Martin, J.W., Macleod, M., Cousins, I.T.","modeling the global fate and transport of perfluorooctane sulfonate (pfos) and precursor compounds in relation to temporal trends in wildlife exposure",2009,"Environmental Science and Technology","A_T_primary"
"36202","Veríssimo, D., Fraser, I., Groombridge, J., Bristol, R., MacMillan, D.C.","birds as tourism flagship species: a case study of tropical islands",2009,"Animal Conservation","A_T_primary"
"36203","St-Pierre, A., Larose, K., Dubois, F.","long-term social bonds promote cooperation in the iterated prisoner's dilemma",2009,"Proceedings of the Royal Society B: Biological Sciences","A_T_primary"
"36210","Haight, R.G., Gobster, P.H.","social and economic considerations for planning wildlife conservation in large landscapes",2009,"Models for Planning Wildlife Conservation in Large Landscapes","A_T_primary"
"36226","Lunney, D., Matthews, A., Eby, P., Penn, A.M.","the long-term effects of logging for woodchips on small mammal populations",2009,"Wildlife Research","A_T_primary"
"36240","Leibl, F., Völkl, W.","distribution and protection of the common european adder in the bavarian forest - results of a species protection programme for vipera berus | verbreitung und schutz der kreuzotter im inneren bayerischen wald - ergebnisse eines artenschutzprogramms für vipera berus",2009,"Naturschutz und Landschaftsplanung","A_T_primary"
"36245","Engeman, R.M., Constantin, B.U., Gruver, K.S., Rossi, C.","managing predators to protect endangered species and promote their successful reproduction",2009,"Endangered Species: New Research","A_T_primary"
"36256","Van Deelen, T.R.","growth characteristics of a recovering wolf population in the great lakes region",2009,"Recovery of Gray Wolves in the Great Lakes Region of the United States: An Endangered Species Success Story","A_T_primary"
"36258","Bregnballe, T., Speich, C., Horsten, A., Fox, A.D.","an experimental study of numerical and behavioural responses of spring staging dabbling ducks to human pedestrian disturbance",2009,"Wildfowl","A_T_primary"
"36262","Letourneau, D.K., Jedlicka, J.A., Bothwell, S.G., Moreno, C.R.","effects of natural enemy biodiversity on the suppression of arthropod herbivores in terrestrial ecosystems",2009,"Annual Review of Ecology, Evolution, and Systematics","A_T_primary"
"36270","Strachan, C.L., Raabe, K.L.","reclamation of the panna maria uranium mill site and tailings impoundment: a 2008 update",2009,"Tailings and Mine Waste '08 - Proceedings of the 12th International Conference","A_T_primary"
"36271","Brito, J.C., Acosta, A.L., Álvares, F., Cuzin, F.","biogeography and conservation of taxa from remote regions: an application of ecological-niche based models and gis to north-african canids",2009,"Biological Conservation","A_T_primary"
"36273","Fortin, M.-J., Melles, S.J.","avian spatial responses to forest spatial heterogeneity at the landscape level: conceptual and statistical challenges",2009,"Real World Ecology: Large-Scale and Long-Term Case Studies and Methods","A_T_primary"
"36275","Donald, P.F., Aratrakorn, S., Win Htun, T., Eames, J.C., Hla, H., Thunhikorn, S., Sribua-Rod, K., Tinun, P., Aung, S.M., Zaw, S.M., Buchanan, G.M.","population, distribution, habitat use and breeding of gurney's pitta pitta gurneyi in myanmar and thailand",2009,"Bird Conservation International","A_T_primary"
"36278","Robinson, K.P., Tetley, M.J., Mitchelson-Jacob, E.G.","the distribution and habitat preference of coastally occurring minke whales (balaenoptera acutorostrata) in the outer southern moray firth, northeast scotland",2009,"Journal of Coastal Conservation","A_T_primary"
"36280","Deborah, F.-M., Beegle-Krause, C.J., Rowe, J., Rodriguez, W., Etkin, D.S.","oil spill risk assessment - relative impact indices by oil type and location",2009,"Proceedings of the 32nd AMOP Technical Seminar on Environmental Contamination and Response","A_T_primary"
"36284","Howes, A.L., Maron, M.","interspecific competition and conservation management of continuous subtropical woodlands",2009,"Wildlife Research","A_T_primary"
"36285","Eagles-Smith, C.A., Ackerman, J.T.","rapid changes in small fish mercury concentrations in estuarine wetlands: implications for wildlife risk and monitoring programs",2009,"Environmental Science and Technology","A_T_primary"
"36290","Gardner, J.L., Heinsohn, R., Joseph, L.","shifting latitudinal clines in avian body size correlate with global warming in australian passerines",2009,"Proceedings of the Royal Society B: Biological Sciences","A_T_primary"
"36299","Ryan, C.W., Edwards, J.W., Duda, M.D.","west virginia residents' attitudes and opinions toward american black bear hunting",2009,"Ursus","A_T_primary"
"36318","Sun, L.C., Duen, G.M., Saw, H.L., Ali, A.M., Beng, T.T.","enhancement of monoclonal antibody productivity by promoting active hypothermic growth in hybridoma cells",2009,"Journal of Chemical Technology and Biotechnology","A_T_primary"
"36319","Mazzotti, F.J., Best, G.R., Brandt, L.A., Cherkiss, M.S., Jeffery, B.M., Rice, K.G.","alligators and crocodiles as indicators for restoration of everglades ecosystems",2009,"Ecological Indicators","A_T_primary"
"36330","Scott, G.R., Egginton, S., Richards, J.G., Milsom, W.K.","evolution of muscle phenotype for extreme high altitude flight in the bar-headed goose",2009,"Proceedings of the Royal Society B: Biological Sciences","A_T_primary"
"36334","Brooks, A.C., Gaskell, P.N., Maltby, L.L.","importance of prey and predator feeding behaviors for trophic transfer and secondary poisoning",2009,"Environmental Science and Technology","A_T_primary"
"36340","Krausman, P.R., Naugle, D.E., Frisina, M.R., Northrup, R., Bleich, V.C., Block, W.M., Wallace, M.C., Wright, J.D.","livestock grazing, wildlife habitat, and rangeland values",2009,"Rangelands","A_T_primary"
"36343","Shanahan, D.F., Possingham, H.P.","predicting avian patch occupancy in a fragmented landscape: do we know more than we think?",2009,"Journal of Applied Ecology","A_T_primary"
"36344","Zolfaghari, G., Esmaili-Sari, A., Ghasempouri, S.M., Baydokhti, R.R., Hassanzade Kiabi, B.","a multispecies-monitoring study about bioaccumulation of mercury in iranian birds (khuzestan to persian gulf): effect of taxonomic affiliation and trophic level",2009,"Environmental Research","A_T_primary"
"36354","Corner, L.A.L., Murphy, D., Costello, E., Gormley, E.","tuberculosis in european badgers (meles meles) and the control of infection with bacille calmette-guérin vaccination",2009,"Journal of Wildlife Diseases","A_T_primary"
"36359","Margariti, M.G., Tsatsakis, A.M.","assessment of long-term subacute exposure to dimethoate by hair analysis of dialkyl phosphates dmp and dmtp in exposed rabbits: the effects of dose, dose duration and hair colour",2009,"Environmental Research","A_T_primary"
"36364","Spooner, A.D., Bessant, C., Turner, C., Knobloch, H., Chambers, M.","evaluation of a combination of sift-ms and multivariate data analysis for the diagnosis of mycobacterium bovis in wild badgers",2009,"Analyst","A_T_primary"
"36367","Sandanger, T.M., Anda, E.E., Dudarev, A.A., Nieboer, E., Konoplev, A.V., Vlasov, S.V., Weber, J.-P., Odland, J.Ø., Chashchin, V.P.","combining data sets of organochlorines (ocs) in human plasma for the russian arctic",2009,"Science of the Total Environment","A_T_primary"
"36371","Gunnarsson, L., Adolfsson-Erici, M., Björlenius, B., Rutgersson, C., Förlin, L., Larsson, D.G.J.","comparison of six different sewage treatment processes-reduction of estrogenic substances and effects on gene expression in exposed male fish",2009,"Science of the Total Environment","A_T_primary"
"36376","Galván, I., Alonso-Alvarez, C.","the expression of melanin-based plumage is separately modulated by exogenous oxidative stress and a melanocortin",2009,"Proceedings of the Royal Society B: Biological Sciences","A_T_primary"
"36378","Twedt, D.J., Somershoe, S.G.","bird response to prescribed silvicultural treatments in bottomland hardwood forests",2009,"Journal of Wildlife Management","A_T_primary"
"36380","Gore, M.L., Wilson, R.S., Siemer, W.F., Hudenko, H.W., Clarke, C.E., Sol Hart, P., Maguire, L.A., Muter, B.A.","application of risk concepts to wildlife management: special issue introduction",2009,"Human Dimensions of Wildlife","A_T_primary"
"36381","Jonker, S.A., Organ, J.F., Muth, R.M., Zwick, R.R., Siemer, W.F.","stakeholder norms toward beaver management in massachusetts",2009,"Journal of Wildlife Management","A_T_primary"
"36386","Cortus, B.G., Unterschultz, J.R., Jeffrey, S.R., Boxall, P.C.","the impacts of agriculture support programs on wetland retention on grain farms in the prairie pothole region",2009,"Canadian Water Resources Journal","A_T_primary"
"36388","Bellis, L.M., Rivera, L., Politi, N., Martín, E., Perasso, M.L., Cornell, F., Renison, D.","latitudinal patterns of bird richness, diversity and abundance in polylepis australis mountain forest of argentina",2009,"Bird Conservation International","A_T_primary"
"36391","Holland, G.J., Bennett, A.F.","differing responses to landscape change: implications for small mammal assemblages in forest fragments",2009,"Biodiversity and Conservation","A_T_primary"
"36406","Wiens, J.A.","landscape ecology as a foundation for sustainable conservation",2009,"Landscape Ecology","A_T_primary"
"36409","Leidolf, A., Bissonette, J.A.","the effects of fire on avian communities: spatio-temporal attributes of the literature 19122003",2009,"International Journal of Wildland Fire","A_T_primary"
"36410","Parris, K.M., Schneider, A.","impacts of traffic noise and traffic volume on birds of roadside habitats",2009,"Ecology and Society","A_T_primary"
"36413","Dickinson, J.L.","the people paradox: self-esteem striving, immortality ideologies, and human response to climate change",2009,"Ecology and Society","A_T_primary"
"36416","Bate, L.J., Torgersen, T.R., Wisdom, M.J., Garton, E.O.","biased estimation of forest log characteristics using intersect diameters",2009,"Forest Ecology and Management","A_T_primary"
"36423","Vetter, W., Haase-Aschoff, P., Rosenfelder, N., Komarova, T., Mueller, J.F.","determination of halogenated natural products in passive samplers deployed along the great barrier reef, queensland/australia",2009,"Environmental Science and Technology","A_T_primary"
"36433","Wada, H., Cristol, D.A., Mcnabb, F.M.A., Hopkins, W.A.","suppressed adrenocortical responses and thyroid hormone levels in birds near a mercury-contaminated river",2009,"Environmental Science and Technology","A_T_primary"
"36434","Martin, E.A., Ratsimisetra, L., Laloë, F., Carrière, S.M.","conservation value for birds of traditionally managed isolated trees in an agricultural landscape of madagascar",2009,"Biodiversity and Conservation","A_T_primary"
"36437","Taylor, R.","community based natural resource management in zimbabwe: the experience of campfire",2009,"Biodiversity and Conservation","A_T_primary"
"36439","Woolley, L.-A., Millspaugh, J.J., Woods, R.J., Van Rensburg, S.J., Page, B.R., Slotow, R.","intraspecific strategic responses of african elephants to temporal variation in forage quality",2009,"Journal of Wildlife Management","A_T_primary"
"36443","Janin, A., Léna, J.-P., Ray, N., Delacourt, C., Allemand, P., Joly, P.","assessing landscape connectivity with calibrated cost-distance modelling: predicting common toad distribution in a context of spreading agriculture",2009,"Journal of Applied Ecology","A_T_primary"
