Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Document Type,,
"Rowley, J.J.L., Skerratt, L.F., Alford, R.A., Campbell, R.","Retreat sites of rain forest stream frogs are not a reservoir for Batrachochytrium dendrobatidis in northern Queensland, Australia",2007,Diseases of Aquatic Organisms,74,1,,7,12,,11,,Article,,
"Lendvai, Á.Z., Giraudeau, M., Chastel, O.",Reproduction and modulation of the stress response: An experimental test in the house sparrow,2007,Proceedings of the Royal Society B: Biological Sciences,274,1608,,391,397,,67,10.1098/rspb.2006.3735,Article,,
"Linkie, M., Dinata, Y., Nofrianto, A., Leader-Williams, N.","Patterns and perceptions of wildlife crop raiding in and around Kerinci Seblat National Park, Sumatra",2007,Animal Conservation,10,1,,127,135,,72,10.1111/j.1469-1795.2006.00083.x,Article,,
"Aubry, K.B.",Changing perceptions of the role of managed forests as wildlife habitat in the Pacific Northwest,2007,USDA Forest Service - General Technical Report PNW-GTR,,695 PNW-GTR,,3,17,,,,Review,,
"Guthery, F.S.",Deductive and inductive methods of accumulating reliable knowledge in wildlife science,2007,Journal of Wildlife Management,71,1,,222,225,,14,10.2193/2006-276,Article,,
"Rolando, A., Caprio, E., Rinaldi, E., Ellena, I.",The impact of high-altitude ski-runs on alpine grassland bird communities,2007,Journal of Applied Ecology,44,1,,210,219,,41,10.1111/j.1365-2664.2006.01253.x,Article,,
"Bottorff, J.",Wildlife habitat management practices on private non-industrial forestlands,2007,USDA Forest Service - General Technical Report PNW-GTR,,695 PNW-GTR,,61,64,,,,Article,,
"Milner, J.M., Nilsen, E.B., Andreassen, H.P.",Demographic side effects of selective hunting in ungulates and carnivores: Review,2007,Conservation Biology,21,1,,36,47,,177,10.1111/j.1523-1739.2006.00591.x,Review,,
"Lippke, B., Zobrist, K.W., Ceder, K.",Issues and alternatives associated with private forest wildlife and riparian habitat management,2007,USDA Forest Service - General Technical Report PNW-GTR,,695 PNW-GTR,,81,94,,2,,Article,,
"Hutton, I., Parkes, J.P., Sinclair, A.R.E.",Reassembling island ecosystems: The case of Lord Howe Island,2007,Animal Conservation,10,1,,22,29,,28,10.1111/j.1469-1795.2006.00077.x,Review,,
"Risenhoover, K.L., Murden, S.B.",Managing for wildlife habitat in intensively-managed forests,2007,USDA Forest Service - General Technical Report PNW-GTR,,695 PNW-GTR,,107,116,,1,,Article,,
"Ramsey, D.",Effects of fertility control on behavior and disease transmission in brushtail possums,2007,Journal of Wildlife Management,71,1,,109,116,,21,10.2193/2005-699,Article,,
"Gagné, S.A., Fahrig, L.","Effect of landscape context on anuran communities in breeding ponds in the National Capital Region, Canada",2007,Landscape Ecology,22,2,,205,215,,70,10.1007/s10980-006-9012-3,Article,,
"Whittingham, M.J.","Will agri-environment schemes deliver substantial biodiversity gain, and if not why not?",2007,Journal of Applied Ecology,44,1,,1,5,,153,10.1111/j.1365-2664.2006.01263.x,Review,,
"Thilet, D.","Out of the ""too hard basket"" - Traditional hunting and animal welfare",2007,Environmental and Planning Law Journal,24,1,,59,73,,2,,Review,,
"Burkholder, J., Libra, B., Weyer, P., Heathcote, S., Kolpin, D., Thorne, P.S., Wichman, M.",Impacts of waste from concentrated animal feeding operations on water quality,2007,Environmental Health Perspectives,115,2,,308,312,,145,10.1289/ehp.8839,Article,,
"Matsuoka, S.M., Handel, C.M.",Nesting ecology of boreal forest birds following a massive outbreak of spruce beetles,2007,Journal of Wildlife Management,71,1,,51,63,,9,10.2193/2005-460,Article,,
"Oro, D., Martínez-Abraín, A.",Deconstructing myths on large gulls and their impact on threatened sympatric waterbirds,2007,Animal Conservation,10,1,,117,126,,52,10.1111/j.1469-1795.2006.00082.x,Article,,
"Stronen, A.V., Brook, R.K., Paquet, P.C., Mclachlan, S.",Farmer attitudes toward wolves: Implications for the role of predators in managing disease,2007,Biological Conservation,135,1,,1,10,,20,10.1016/j.biocon.2006.09.012,Article,,
"Gilbert, B.A., Raedeke, K.J., Skalski, J.R., Stringer, A.B.",Modeling black-tailed deer population dynamics using structured and unstructured approaches,2007,Journal of Wildlife Management,71,1,,144,154,,5,10.2193/2005-567,Article,,
"Lindsey, P.A., Roulet, P.A., Romañach, S.S.",Economic and conservation significance of the trophy hunting industry in sub-Saharan Africa,2007,Biological Conservation,134,4,,455,469,,167,10.1016/j.biocon.2006.09.005,Review,,
"Brussard, P.F., Tull, J.C.",Conservation biology and four types of advocacy,2007,Conservation Biology,21,1,,21,24,,25,10.1111/j.1523-1739.2006.00640.x,Review,,
"Mormann, B.M., Robbins, L.W.",Winter roosting ecology of eastern red bats in Southwest Missouri,2007,Journal of Wildlife Management,71,1,,213,217,,22,10.2193/2005-622,Article,,
"Sun, H., Brown, A., Coppen, J., Steblein, P.",Response of Phragmites to environmental parameters associated with treatments,2007,Wetlands Ecology and Management,15,1,,63,79,,6,10.1007/s11273-006-9013-7,Article,,
"Barkay, T., Poulain, A.J.",Mercury (micro)biogeochemistry in polar environments,2007,FEMS Microbiology Ecology,59,2,,232,241,,26,10.1111/j.1574-6941.2006.00246.x,Conference Paper,,
"Valentine, L.E., Roberts, B., Schwarzkopf, L.",Mechanisms driving avoidance of non-native plants by lizards,2007,Journal of Applied Ecology,44,1,,228,237,,42,10.1111/j.1365-2664.2006.01244.x,Article,,
"Damodaran, A.",The Project Tiger crisis in India: Moving away from the policy and economics of selectivity,2007,Environmental Values,16,1,,61,77,,8,,Article,,
"Homyack, J.A., Harrison, D.J., Krohn, W.B.",Effects of precommercial thinning on snowshoe hares in Maine,2007,Journal of Wildlife Management,71,1,,4,13,,26,10.2193/2005-481,Article,,
"Xiao, J.-H., Shi, G.-Q., Mao, C.-M., Wang, M., Xing, Z.-X.",Evaluation of effects of dams on river ecosystem service functions in China,2007,Shengtai Xuebao/ Acta Ecologica Sinica,27,2,,526,537,,5,,Article,,
"Nelson, R., Sharman, B.",More than tilting at windmills: A bird's eye view of a bio-offsets scheme under the EPBC Act,2007,Environmental and Planning Law Journal,24,1,,17,34,,3,,Article,,
"Mindl, B., Anesio, A.M., Meirer, K., Hodson, A.J., Laybourn-Parry, J., Sommaruga, R., Sattler, B.",Factors influencing bacterial dynamics along a transect from supraglacial runoff to proglacial lakes of a high Arctic glacieri,2007,FEMS Microbiology Ecology,59,2,,307,317,,51,10.1111/j.1574-6941.2006.00262.x,Conference Paper,,
"Bell, S., Hampshire, K., Topalidou, S.",The political culture of poaching: A case study from northern Greece,2007,Biodiversity and Conservation,16,2,,399,418,,30,10.1007/s10531-005-3371-y,Article,,
"Booth, L.H., Wratten, S.D., Kehrli, P.",Effects of reduced rates of two insecticides on enzyme activity and mortality of an aphid and its lacewing predator,2007,Journal of Economic Entomology,100,1,,11,19,,14,10.1603/0022-0493(2007)100[11:EORROT]2.0.CO;2,Article,,
"Holmes, S.B., Pitt, D.G.",Response of bird communities to selection harvesting in a northern tolerant hardwood forest,2007,Forest Ecology and Management,238,01-Mar,,280,292,,26,10.1016/j.foreco.2006.10.022,Article,,
"Herzon, I., Mikk, M.",Farmers' perceptions of biodiversity and their willingness to enhance it through agri-environment schemes: A comparative study from Estonia and Finland,2007,Journal for Nature Conservation,15,1,,10,25,,68,10.1016/j.jnc.2006.08.001,Article,,
"Hodgson, Z.G., Meddle, S.L., Roberts, M.L., Buchanan, K.L., Evans, M.R., Metzdorf, R., Gahr, M., Healy, S.D.",Spatial ability is impaired and hippocampal mineralocorticoid receptor mRNA expression reduced in zebra finches (Taeniopygia guttata) selected for acute high corticosterone response to stress,2007,Proceedings of the Royal Society B: Biological Sciences,274,1607,,239,245,,36,10.1098/rspb.2006.3704,Article,,
"Verzijden, M.N., Etman, E., Van Heijningen, C., Van Der Linden, M., Ten Cate, C.",Song discrimination learning in zebra finches induces highly divergent responses to novel songs,2007,Proceedings of the Royal Society B: Biological Sciences,274,1607,,295,301,,20,10.1098/rspb.2006.3728,Article,,
"Wan, Y., Wei, Q., Hu, J., Jin, X., Zhang, Z., Zhen, H., Liu, J.","Levels, tissue distribution, and age-related accumulation of synthetic musk fragrances in Chinese sturgeon (Acipenser sinensis): Comparison to organochlorines",2007,Environmental Science and Technology,41,2,,424,430,,54,10.1021/es061771r,Article,,
"Williams, B.K.",Optimal management of non-Markovian biological populations,2007,Ecological Modelling,200,01-Feb,,234,242,,5,10.1016/j.ecolmodel.2006.07.039,Article,,
"Slagsvold, T., Wiebe, K.L.",Learning the ecological niche,2007,Proceedings of the Royal Society B: Biological Sciences,274,1606,,19,23,,51,10.1098/rspb.2006.3663,Article,,
"Hinde, C.A., Kilner, R.M.",Negotiations within the family over the supply of parental care,2007,Proceedings of the Royal Society B: Biological Sciences,274,1606,,53,60,,65,10.1098/rspb.2006.3692,Article,,
"Hodgson, A.J., Marsh, H.",Response of dugongs to boat traffic: The risk of disturbance and displacement,2007,Journal of Experimental Marine Biology and Ecology,340,1,,50,61,,32,10.1016/j.jembe.2006.08.006,Article,,
"Ficetola, G.F., Sacchi, R., Scali, S., Gentilli, A., De Bernardi, F., Galeotti, P.",Vertebrates respond differently to human disturbance: implications for the use of a focal species approach,2007,Acta Oecologica,31,1,,109,118,,21,10.1016/j.actao.2006.10.001,Article,,
"Semere, T., Slater, F.M.","Ground flora, small mammal and bird species diversity in miscanthus (Miscanthus×giganteus) and reed canary-grass (Phalaris arundinacea) fields",2007,Biomass and Bioenergy,31,1,,20,29,,103,10.1016/j.biombioe.2006.07.001,Article,,
"Donato, D.B., Nichols, O., Possingham, H., Moore, M., Ricci, P.F., Noller, B.N.",A critical review of the effects of gold cyanide-bearing tailings solutions on wildlife,2007,Environment International,33,7,,974,984,,77,10.1016/j.envint.2007.04.007,Review,,
"Fyumagwa, R.D., Runyoro, V., Horak, I.G., Hoare, R.","Ecology and control of ticks as disease vectors in wildlife of the Ngorongoro Crater, Tanzania",2007,African Journal of Wildlife Research,37,1,,79,90,,28,10.3957/0379-4369-37.1.79,Article,,
"Lemelin, R.H., Wiersma, E.C.",Perceptions of polar bear tourists: A qualitative analysis,2007,Human Dimensions of Wildlife,12,1,,45,52,,13,10.1080/10871200601107890,Review,,
"Morzillo, A.T., Mertig, A.G., Garner, N., Liu, J.",Spatial distribution of attitudes toward proposed management strategies for a wildlife recovery,2007,Human Dimensions of Wildlife,12,1,,15,29,,10,10.1080/10871200601107866,Article,,
"Hollenbeck, J.P., Ripple, W.J.",Aspen and conifer heterogeneity effects on bird diversity in the northern Yellowstone ecosystem,2007,Western North American Naturalist,67,1,,92,101,,7,10.3398/1527-0904(2007)67[92:AACHEO]2.0.CO;2,Article,,
"Basu, N., Scheuhammer, A.M., Bursian, S.J., Elliott, J., Rouvinen-Watt, K., Chan, H.M.",Mink as a sentinel species in environmental health,2007,Environmental Research,103,1,,130,144,,97,10.1016/j.envres.2006.04.005,Review,,
"Conner, M.M., Miller, M.W., Ebinger, M.R., Burnham, K.P.",A meta-baci approach for evaluating management intervention on chronic wasting disease in mule deer,2007,Ecological Applications,17,1,,140,153,,28,10.1890/1051-0761(2007)017[0140:AMAFEM]2.0.CO;2,Article,,
"Somarelli, J.A., Makarewicz, J.C., Sia, R., Simon, R.",Wildlife identified as major source of Escherichia coli in agriculturally dominated watersheds by BOX A1R-derived genetic fingerprints,2007,Journal of Environmental Management,82,1,,60,65,,40,10.1016/j.jenvman.2005.12.013,Article,,
"Jaspers, V.L.B., Voorspoels, S., Covaci, A., Lepoint, G., Eens, M.",Evaluation of the usefulness of bird feathers as a non-destructive biomonitoring tool for organic pollutants: A comparative and meta-analytical approach,2007,Environment International,33,3,,328,337,,55,10.1016/j.envint.2006.11.011,Article,,
"Kler, T.K.",Evaluation of Nylon net for avian protection to maturing safflower (Carthamus tinctorius),2007,Pestology,31,1,,49,52,,,,Article,,
"Simmonds, M.P., Isaac, S.J.",The impacts of climate change on marine mammals: Early signs of significant problems,2007,ORYX,41,1,,19,26,,88,10.1017/S0030605307001524,Review,,
"Telfer, S., Bennett, M., Carslake, D., Helyar, S., Begon, M.","The dynamics of Murid gammaherpesvirus 4 within wild, sympatric populations of bank voles and wood mice",2007,Journal of Wildlife Diseases,43,1,,32,39,,13,,Article,,
"Rexroad, E.A., Beard, K.H., Kulmatiski, A.",Vegetation responses to 35 and 55 years of native ungulate grazing in shrubsteppe communities,2007,Western North American Naturalist,67,1,,16,25,,6,10.3398/1527-0904(2007)67[16:VRTAYO]2.0.CO;2,Article,,
"Schwerdtner, K., Gruber, B.",A conceptual framework for damage compensation schemes,2007,Biological Conservation,134,3,,354,360,,54,10.1016/j.biocon.2006.08.010,Article,,
"Henderson, J.E., Smith, J.M.",Threatened and endangered species: At what cost? The Corps of Engineers looks at expenditures and priorities,2007,Environmental Management,39,1,,1,11,,,10.1007/s00267-005-0298-8,Article,,
"Spies, T.A., Johnson, K.N., Burnett, K.M., Ohmann, J.L., McComb, B.C., Reeves, G.H., Bettinger, P., Kline, J.D., Garber-Yonts, B.",Cumulative ecological and socioeconomic effects of forest policies in coastal Oregon,2007,Ecological Applications,17,1,,5,17,,54,10.1890/1051-0761(2007)017[0005:CEASEO]2.0.CO;2,Article,,
"Singer, A.C., Nunn, M.A., Gould, E.A., Johnson, A.C.",Potential risks associated with the proposed widespread use of Tamiflu,2007,Environmental Health Perspectives,115,1,,102,106,,80,10.1289/ehp.9574,Article,,
"Griggio, M., Serra, L., Licheri, D., Monti, A., Pilastro, A.",Armaments and ornaments in the rock sparrow: A possible dual utility of a carotenoid-based feather signal,2007,Behavioral Ecology and Sociobiology,61,3,,423,433,,58,10.1007/s00265-006-0270-5,Article,,
"Grosenbaugh, D.A., Maki, J.L., Rupprecht, C.E., Wall, D.K.",Rabies challenge of captive striped skunks (Mephitis mephitis) following oral administration of a Live Vaccinia-Vectored Rabies Vaccine,2007,Journal of Wildlife Diseases,43,1,,124,128,,23,,Article,,
"Spies, T.A., McComb, B.C., Kennedy, R.S.H., McGrath, M.T., Olsen, K., Pabst, R.J.",Potential effects of forest policies on terrestrial biodiversity in a multi-ownership province,2007,Ecological Applications,17,1,,48,65,,48,10.1890/1051-0761(2007)017[0048:PEOFPO]2.0.CO;2,Article,,
"Rivers-Moore, N.A., Jewitt, G.P.W.",Adaptive management and water temperature variability within a South African river system: What are the management options?,2007,Journal of Environmental Management,82,1,,39,50,,11,10.1016/j.jenvman.2005.12.004,Article,,
"Kalamandeen, M., Gillson, L.","Demything ""wilderness"": Implications for protected area designation and management",2007,Biodiversity and Conservation,16,1,,165,182,,27,10.1007/s10531-006-9122-x,Article,,
"Burgess, N.D., Balmford, A., Cordeiro, N.J., Fjeldså, J., Küper, W., Rahbek, C., Sanderson, E.W., Scharlemann, J.P.W., Sommer, J.H., Williams, P.H.","Correlations among species distributions, human density and human infrastructure across the high biodiversity tropical mountains of Africa",2007,Biological Conservation,134,2,,164,177,,65,10.1016/j.biocon.2006.08.024,Article,,
"Cabral, J.A., Rocha, A., Santos, M., Crespí, A.L.",A stochastic dynamic methodology (SDM) to facilitate handling simple passerine indicators in the scope of the agri-environmental measures problematics,2007,Ecological Indicators,7,1,,34,47,,18,10.1016/j.ecolind.2005.09.004,Article,,
"Ardia, D.R., Clotfelter, E.D.",Individual quality and age affect responses to an energetic constraint in a cavity-nesting bird,2007,Behavioral Ecology,18,1,,259,266,,47,10.1093/beheco/arl078,Article,,
"Ganskopp, D., Aguilera, L., Vavra, M.",Livestock forage conditioning among six northern great basin grasses,2007,Rangeland Ecology and Management,60,1,,71,78,,9,10.2111/05-230r1.1,Article,,
"Johnson, K.N., Bettinger, P., Kline, J.D., Spies, T.A., Lennette, M., Lettman, G., Garber-Yonts, B., Larsen, T.","Simulating forest structure, timber production, and socioeconomic effects in a multi-owner province",2007,Ecological Applications,17,1,,34,47,,26,10.1890/1051-0761(2007)017[0034:SFSTPA]2.0.CO;2,Article,,
"Sevgi, O., Akkemik, U.","A dendroecological study on Pinus nigra Arn. at different altitudes of northern slopes of Kazdaglari, Turkey",2007,Journal of Environmental Biology,28,1,,73,75,,14,,Article,,
"Chevassus-au-Louis, B.",Biodiversity: A new look at the diversity of life I. Immensity and complexity | La biodiversité: Un nouveau regard sur la diversité du vivant I. Immensité et complexité,2007,Cahiers Agricultures,16,3,,219,227,,2,,Article,,
"Oropesa, A.-L., Pérez-López, M., Hernández, D., García, J.-P., Fidalgo, L.-E., López-Beceiro, A., Soler, F.",Acetylcholinesterase activity in seabirds affected by the Prestige oil spill on the Galician coast (NW Spain),2007,Science of the Total Environment,372,02-Mar,,532,538,,20,10.1016/j.scitotenv.2006.09.006,Article,,
"Franco, A.M.A., Palmeirim, J.M., Sutherland, W.J.",A method for comparing effectiveness of research techniques in conservation and applied ecology,2007,Biological Conservation,134,1,,96,105,,14,10.1016/j.biocon.2006.08.008,Article,,
"Shaner, P.-J., Bowers, M., Macko, S.","Giving-up density and dietary shifts in the white-footed mouse, Peromyscus leucopus",2007,Ecology,88,1,,87,95,,19,10.1890/0012-9658(2007)88[87:GDADSI]2.0.CO;2,Article,,
"Alonso-Alvarez, C., Munilla, I., López-Alonso, M., Velando, A.",Sublethal toxicity of the Prestige oil spill on yellow-legged gulls,2007,Environment International,33,6,,773,781,,44,10.1016/j.envint.2007.02.012,Article,,
"Ritz, M.S.",Sex-specific mass loss in chick-rearing South Polar Skuas Stercorarius maccormicki - Stress induced or adaptive?,2007,Ibis,149,1,,156,165,,5,10.1111/j.1474-919X.2006.00622.x,Article,,
"Benshemesh, J., Sandell, P.",Malleefowl (Leipoa ocellata): The lessons from A 15+ year monitoring program,2006,Proceedings of the Royal Society of Victoria,118,2,,345,355,,,,Conference Paper,,
"Spottiswoode, C.N., Tøttrup, A.P., Coppack, T.",Sexual selection predicts advancement of avian spring migration in response to climate change,2006,Proceedings of the Royal Society B: Biological Sciences,273,1605,,3023,3029,,39,10.1098/rspb.2006.3688,Article,,
"Santangelo, N., Bass, A.H.",New insights into neuropeptide modulation of aggression: Field studies of arginine vasotocin in a territorial tropical damselfish,2006,Proceedings of the Royal Society B: Biological Sciences,273,1605,,3085,3092,,49,10.1098/rspb.2006.3683,Article,,
"Chetkiewicz, C.-L.B., St. Clair, C.C., Boyce, M.S.",Corridors for conservation: Integrating pattern and process,2006,"Annual Review of Ecology, Evolution, and Systematics",37,,,317,342,,190,10.1146/annurev.ecolsys.37.091305.110050,Review,,
"Zuckerberg, B., Vickery, P.D.","Effects of mowing and burning on shrubland and grassland birds on Nantucket Island, Massachusetts",2006,Wilson Journal of Ornithology,118,3,,353,363,,6,10.1676/05-065.1,Review,,
"Seymour, R.S., Guldin, J., Marshall, D., Palik, D.","Large-scale, long-term silvicultural experiments in the United States: Historical overview and contemporary examples",2006,Allgemeine Forst- und Jagdzeitung,177,06-Jul,,104,112,,20,,Review,,
"Gerber, B., Hendel, T.",Outcome expectations drive learned behaviour in larval Drosophila,2006,Proceedings of the Royal Society B: Biological Sciences,273,1604,,2965,2968,,47,10.1098/rspb.2006.3673,Article,,
"Shawkey, M.D., Hill, G.E., McGraw, K.J., Hood, W.R., Huggins, K.",An experimental test of the contributions and condition dependence of microstructure and carotenoids in yellow plumage coloration,2006,Proceedings of the Royal Society B: Biological Sciences,273,1604,,2985,2991,,56,10.1098/rspb.2006.3675,Article,,
"Rondinini, C., Chiozza, F., Boitani, L.",High human density in the irreplaceable sites for African vertebrates conservation,2006,Biological Conservation,133,3,,358,363,,26,10.1016/j.biocon.2006.06.013,Article,,
"Shroufe, D.",Western Association of Fish and Wildlife Agencies comment on the Cougar Management Guidelines - First Edition,2006,Wildlife Society Bulletin,34,5,,1479,,,,10.2193/0091-7648(2006)34[1479:WAOFAW]2.0.CO;2,Review,,
"Shrivastava, G.",Ecohydrology and water resources management: A pilot study in Trinidad,2006,Hydrological Sciences Journal,51,6,,1163,1176,,,10.1623/hysj.51.6.1163,Article,,
"Peters, K.A., Otis, D.L.",Wading bird response to recreational boat traffic: Does flushing translate into avoidance?,2006,Wildlife Society Bulletin,34,5,,1383,1391,,9,10.2193/0091-7648(2006)34[1383:WBRTRB]2.0.CO;2,Review,,
"Kaltenborn, B.P., Bjerke, T., Nyahongo, J.W., Williams, D.R.","Animal preferences and acceptability of wildlife management actions around Serengeti National Park, Tanzania",2006,Biodiversity and Conservation,15,14,,4633,4649,,49,10.1007/s10531-005-6196-9,Article,,
"Daniels, G.D., Kirkpatrick, J.B.",Does variation in garden characteristics influence the conservation of birds in suburbia?,2006,Biological Conservation,133,3,,326,335,,128,10.1016/j.biocon.2006.06.011,Article,,
"Pritchard, J.A., Debinski, D.M., Olechnowski, B., Vannimwegen, R.",The landscape of Paul Errington's work,2006,Wildlife Society Bulletin,34,5,,1411,1416,,2,10.2193/0091-7648(2006)34[1411:TLOPEW]2.0.CO;2,Review,,
"Peterson, M.N., Mertig, A.G., Liu, J.",Effects of zoonotic disease attributes on public attitudes towards wildlife management,2006,Journal of Wildlife Management,70,6,,1746,1753,,20,10.2193/0022-541X(2006)70[1746:EOZDAO]2.0.CO;2,Article,,
"Sampson, B.A., Delgiudice, G.D.",Tracking the rapid pace of GIS-related capabilities and their accessibility,2006,Wildlife Society Bulletin,34,5,,1446,1454,,6,10.2193/0091-7648(2006)34[1446:TTRPOG]2.0.CO;2,Review,,
"Clarke, D.J., Pearce, K.A., White, J.G.",Powerline corridors: Degraded ecosystems or wildlife havens?,2006,Wildlife Research,33,8,,615,626,,22,10.1071/WR05085,Article,,
"Allendorf, T., Swe, K.K., Oo, T., Htut, Y., Aung, M., Aung, M., Allendorf, K., Hayek, L.-A., Leimgruber, P., Wemmer, C.",Community attitudes toward three protected areas in Upper Myanmar (Burma),2006,Environmental Conservation,33,4,,344,352,,65,10.1017/S0376892906003389,Article,,
"Johnson, B.R., Wallace, J.B., Rosemond, A.D., Cross, W.F.",Larval salamander growth responds to enrichment of a nutrient poor headwater stream,2006,Hydrobiologia,573,1,,227,232,,16,10.1007/s10750-006-0272-3,Article,,
"Eriksson, T., Andersson, J., Byström, P., Hörnell-Willebrand, M., Laitila, T., Sandström, C., Willebrand, T.","Fish and wildlife in the Swedish mountain region: Resources, use and management",2006,International Journal of Biodiversity Science and Management,2,4,,334,342,,9,,Article,,
"Pérez-Coll, C.S., Herkovits, J.","Synergistic effects of copper and butylic ester of 2,4- dichlorophenoxyacetic acid (Esternon Ultra) on amphibian embryos",2006,International Journal of Environmental Research and Public Health,3,4,,343,347,,6,10.3390/ijerph2006030044,Article,,
"Sergio, F., Newton, I., Marchesi, L., Pedrini, P.",Ecologically justified charisma: Preservation of top predators delivers biodiversity conservation,2006,Journal of Applied Ecology,43,6,,1049,1055,,179,10.1111/j.1365-2664.2006.01218.x,Article,,
"Dodd, N.L., Schweinsburg, R.E., Boe, S.",Landscape-Scale forest habitat relationships to tassel-eared squirrel populations: Implications for ponderosa pine forest restoration,2006,Restoration Ecology,14,4,,537,547,,23,10.1111/j.1526-100X.2006.00165.x,Article,,
"Buehler, D.A., Welton, M.J., Beachy, T.A.",Predicting cerulean warbler habitat use in the Cumberland Mountains of Tennessee,2006,Journal of Wildlife Management,70,6,,1763,1769,,14,10.2193/0022-541X(2006)70[1763:PCWHUI]2.0.CO;2,Article,,
"Bejder, L., Samuels, A., Whitehead, H., Gales, N., Mann, J., Connor, R., Heithaus, M., Watson-Capps, J., Flaherty, C., Krützen, M.",Decline in relative abundance of bottlenose dolphins exposed to long-term disturbance,2006,Conservation Biology,20,6,,1791,1798,,273,10.1111/j.1523-1739.2006.00540.x,Article,,
"Steventon, J.D., Sutherland, G.D., Arcese, P.",A population-viability-based risk assessment of Marbled Murrelet nesting habitat policy in British Columbia,2006,Canadian Journal of Forest Research,36,12,,3075,3086,,13,10.1139/X06-198,Conference Paper,,
"Holm, T.E., Clausen, P.",Effects of water level management on autumn staging waterbird and macrophyte diversity in three Danish coastal lagoons,2006,Biodiversity and Conservation,15,14,,4399,4423,,26,10.1007/s10531-005-4384-2,Article,,
"Carmichael, W.W., Li, R.",Cyanobacteria toxins in the Salton Sea.,2006,Saline systems,2,,,5,,,71,,Article,,
"Bertrand, S., Criscuolo, Faivre, B., Sorci, G.",Immune activation increases susceptibility to oxidative tissue damage in Zebra Finches,2006,Functional Ecology,20,6,,1022,1027,,54,10.1111/j.1365-2435.2006.01191.x,Article,,
"Hernandez, S., Locke, S.L., Cook, M.W., Harveson, L.A., Davis, D.S., Lopez, R.R., Silvy, N.J., Fraker, M.A.",Effects of SpayVac® on urban female white-tailed deer movements,2006,Wildlife Society Bulletin,34,5,,1430,1434,,6,10.2193/0091-7648(2006)34[1430:EOSOUF]2.0.CO;2,Review,,
"Krause, J.C., Boedeker, D., Backhausen, I., Heinicke, K., Gro, A., Von Nordheim, H.",Rationale behind site selection for the NATURA 2000 network in the German EEZ,2006,Progress in Marine Conservation in Europe: NATURA 2000 Sites in German Offshore Waters,,,,65,96,,4,10.1007/3-540-33291-X_5,Book Chapter,,
"Chen, J.-H., Qin, Y.-C.",Local residents' sensibility on the resources and environment of coastal wetlands in the Quanzhou Guy,2006,Wetland Science,4,4,,280,285,,,,Article,,
"Dawson, R.D., Bortolotti, G.R.",Carotenoid-dependent coloration of male American kestrels predicts ability to reduce parasitic infections,2006,Naturwissenschaften,93,12,,597,602,,23,10.1007/s00114-006-0146-6,Article,,
"Kler, T.K., Singh, S.",Eco-friendly management of avian pests in Brassica genotypes,2006,Pestology,30,3,,43,47,,,,Article,,
"Scheifler, R., Cœurdassier, M., Morilhat, C., Bernard, N., Faivre, B., Flicoteaux, P., Giraudoux, P., Noël, M., Piotte, P., Rieffel, D., de Vaufleury, A., Badot, P.-M.",Lead concentrations in feathers and blood of common blackbirds (Turdus merula) and in earthworms inhabiting unpolluted and moderately polluted urban areas,2006,Science of the Total Environment,371,01-Mar,,197,205,,55,10.1016/j.scitotenv.2006.09.011,Article,,
"Tirpak, J.M., Giuliano, W.M., Allan Miller, C., Allen, T.J., Bittner, S., Buehler, D.A., Edwards, J.W., Harper, C.A., Igo, W.K., Norman, G.W., Seamster, M., Stauffer, D.F.",Ruffed grouse population dynamics in the central and southern Appalachians,2006,Biological Conservation,133,3,,364,378,,12,10.1016/j.biocon.2006.06.014,Article,,
"Boege, K., Marquis, R.J.",Plant quality and predation risk mediated by plant ontogeny: Consequences for herbivores and plants,2006,Oikos,115,3,,559,572,,40,10.1111/j.2006.0030-1299.15076.x,Article,,
"Roehl, E., Conrads, P.A., Daamen, R.C., Kitchens, W.M.",Integrating 3D hydrodynamic transport and ecological plant models of the Savannah River estuary using artificial neural network models,2006,"Proceedings of the iEMSs 3rd Biennial Meeting, Summit on Environmental Modelling and Software""""",,,,,,,,,Conference Paper,,
"Dearden, P., Bennett, M., Rollins, R.",Implications for coral reef conservation of diver specialization,2006,Environmental Conservation,33,4,,353,363,,51,10.1017/S0376892906003419,Article,,
"Mauro, I.","Habitat, microdistribution and conservation status of the enigmatic Bruijn's Brush-turkey Aepypodius bruijnii",2006,Bird Conservation International,16,4,,279,292,,,10.1017/S0959270906000372,Article,,
"Binder, W.",Case study: River restoration projects along the Isar (Germany),2006,Proceedings of the International Conference on Fluvial Hydraulics - River Flow 2006,1,,,51,60,,,,Conference Paper,,
"Willson, J.D., Winne, C.T., Dorcas, M.E., Gibbons, J.W.",Post-drought responses of semi-aquatic snakes inhabiting an isolated wetland: Insights on different strategies for persistence in a dynamic habitat,2006,Wetlands,26,4,,1071,1078,,37,10.1672/0277-5212(2006)26[1071:PROSSI]2.0.CO;2,Article,,
"Reilly, S.J., Oum, R., Heideman, P.D.",Phenotypic plasticity of reproductive traits in response to food availability and photoperiod in white-footed mice (Peromyscus leucopus),2006,Oecologia,150,3,,373,382,,12,10.1007/s00442-006-0533-x,Article,,
